Date,S&P500,DJ30,sp500_rtn,DJ30_rtn
2021-01-04,3700.649902,30223.890625,-0.014755,-0.0125
2021-01-05,3726.860107,30391.599609,0.007083,0.005549
2021-01-06,3748.139893,30829.400391,0.00571,0.014405
2021-01-07,3803.790039,31041.130859,0.014847,0.006868
2021-01-08,3824.679932,31097.970703,0.005492,0.001831
2021-01-11,3799.610107,31008.689453,-0.006555,-0.002871
2021-01-12,3801.189941,31068.689453,0.000416,0.001935
2021-01-13,3809.840088,31060.470703,0.002276,-0.000265
2021-01-14,3795.540039,30991.519531,-0.003753,-0.00222
2021-01-15,3768.25,30814.259766,-0.00719,-0.00572
2021-01-19,3798.909912,30930.519531,0.008136,0.003773
2021-01-20,3851.850098,31188.380859,0.013936,0.008337
2021-01-21,3853.070068,31176.009766,0.000317,-0.000397
2021-01-22,3841.469971,30996.980469,-0.003011,-0.005743
2021-01-25,3855.360107,30960.0,0.003616,-0.001193
2021-01-26,3849.620117,30937.039062,-0.001489,-0.000742
2021-01-27,3750.77002,30303.169922,-0.025678,-0.020489
2021-01-28,3787.379883,30603.359375,0.009761,0.009906
2021-01-29,3714.23999,29982.619141,-0.019311,-0.020283
2021-02-01,3773.860107,30211.910156,0.016052,0.007647
2021-02-02,3826.310059,30687.480469,0.013898,0.015741
2021-02-03,3830.169922,30723.599609,0.001009,0.001177
2021-02-04,3871.73999,31055.859375,0.010853,0.010814
2021-02-05,3886.830078,31148.240234,0.003897,0.002975
2021-02-08,3915.590088,31385.759766,0.007399,0.007625
2021-02-09,3911.22998,31375.830078,-0.001114,-0.000316
2021-02-10,3909.879883,31437.800781,-0.000345,0.001975
2021-02-11,3916.379883,31430.699219,0.001662,-0.000226
2021-02-12,3934.830078,31458.400391,0.004711,0.000881
2021-02-16,3932.590088,31522.75,-0.000569,0.002046
2021-02-17,3931.330078,31613.019531,-0.00032,0.002864
2021-02-18,3913.969971,31493.339844,-0.004416,-0.003786
2021-02-19,3906.709961,31494.320312,-0.001855,3.1e-05
2021-02-22,3876.5,31521.689453,-0.007733,0.000869
2021-02-23,3881.370117,31537.349609,0.001256,0.000497
2021-02-24,3925.429932,31961.859375,0.011352,0.013461
2021-02-25,3829.340088,31402.009766,-0.024479,-0.017516
2021-02-26,3811.149902,30932.369141,-0.00475,-0.014956
2021-03-01,3901.820068,31535.509766,0.023791,0.019499
2021-03-02,3870.290039,31391.519531,-0.008081,-0.004566
2021-03-03,3819.719971,31270.089844,-0.013066,-0.003868
2021-03-04,3768.469971,30924.140625,-0.013417,-0.011063
2021-03-05,3841.939941,31496.300781,0.019496,0.018502
2021-03-08,3821.350098,31802.439453,-0.005359,0.00972
2021-03-09,3875.439941,31832.740234,0.014155,0.000953
2021-03-10,3898.810059,32297.019531,0.00603,0.014585
2021-03-11,3939.340088,32485.589844,0.010395,0.005839
2021-03-12,3943.340088,32778.640625,0.001015,0.009021
2021-03-15,3968.939941,32953.460938,0.006492,0.005333
2021-03-16,3962.709961,32825.949219,-0.00157,-0.003869
2021-03-17,3974.120117,33015.371094,0.002879,0.00577
2021-03-18,3915.459961,32862.300781,-0.014761,-0.004636
2021-03-19,3913.100098,32627.970703,-0.000603,-0.007131
2021-03-22,3940.590088,32731.199219,0.007025,0.003164
2021-03-23,3910.52002,32423.150391,-0.007631,-0.009411
2021-03-24,3889.139893,32420.060547,-0.005467,-9.5e-05
2021-03-25,3909.52002,32619.480469,0.00524,0.006151
2021-03-26,3974.540039,33072.878906,0.016631,0.0139
2021-03-29,3971.090088,33171.371094,-0.000868,0.002978
2021-03-30,3958.550049,33066.960938,-0.003158,-0.003148
2021-03-31,3972.889893,32981.550781,0.003622,-0.002583
2021-04-01,4019.870117,33153.210938,0.011825,0.005205
2021-04-05,4077.909912,33527.191406,0.014438,0.01128
2021-04-06,4073.939941,33430.238281,-0.000974,-0.002892
2021-04-07,4079.949951,33446.261719,0.001475,0.000479
2021-04-08,4097.169922,33503.570312,0.004221,0.001713
2021-04-09,4128.799805,33800.601562,0.00772,0.008866
2021-04-12,4127.990234,33745.398438,-0.000196,-0.001633
2021-04-13,4141.589844,33677.269531,0.003294,-0.002019
2021-04-14,4124.660156,33730.890625,-0.004088,0.001592
2021-04-15,4170.419922,34035.988281,0.011094,0.009045
2021-04-16,4185.470215,34200.671875,0.003609,0.004839
2021-04-19,4163.259766,34077.628906,-0.005307,-0.003598
2021-04-20,4134.939941,33821.300781,-0.006802,-0.007522
2021-04-21,4173.419922,34137.308594,0.009306,0.009343
2021-04-22,4134.97998,33815.898438,-0.009211,-0.009415
2021-04-23,4180.169922,34043.488281,0.010929,0.00673
2021-04-26,4187.620117,33981.570312,0.001782,-0.001819
2021-04-27,4186.720215,33984.929688,-0.000215,9.9e-05
2021-04-28,4183.180176,33820.378906,-0.000846,-0.004842
2021-04-29,4211.470215,34060.359375,0.006763,0.007096
2021-04-30,4181.169922,33874.851562,-0.007195,-0.005446
