Date,BTC,ETH,BNB,XRP,USDT,DOGE,ADA,BCH,LTC,LINK,BTC_rtn,ETH_rtn,BNB_rtn,XRP_rtn,USDT_rtn,DOGE_rtn,ADA_rtn,BCH_rtn,LTC_rtn,LINK_rtn
2019-06-29,10817.155273,290.695984,32.442482,0.396411,0.992487,0.003258,0.082098,399.470367,122.249115,3.446889,-0.095508,-0.091742,-0.082512,-0.076779,-0.006126,-0.043172,-0.092057,-0.097696,-0.085392,-0.069201
2019-06-30,10583.134766,293.641113,32.922298,0.406862,0.996052,0.003238,0.083822,416.645538,122.583717,3.591973,-0.021634,0.010131,0.01479,0.026364,0.003592,-0.006139,0.020999,0.042995,0.002737,0.042091
2019-07-01,10801.677734,291.596436,32.009235,0.400204,1.00288,0.003204,0.081077,407.887177,119.243698,3.645436,0.02065,-0.006963,-0.027734,-0.016364,0.006855,-0.0105,-0.032748,-0.021021,-0.027247,0.014884
2019-07-02,11961.269531,303.099976,32.6675,0.408532,1.005015,0.003313,0.082998,422.609406,122.564117,3.533164,0.107353,0.03945,0.020565,0.020809,0.002129,0.03402,0.023694,0.036094,0.027846,-0.030798
2019-07-03,11215.4375,284.523224,32.893326,0.388719,0.999929,0.003229,0.077774,401.690582,119.976921,3.484891,-0.062354,-0.061289,0.006913,-0.048498,-0.005061,-0.025355,-0.062941,-0.049499,-0.021109,-0.013663
2019-07-04,10978.459961,287.997528,32.713165,0.378964,1.001669,0.003867,0.076532,400.514404,118.352509,3.622153,-0.02113,0.012211,-0.005477,-0.025095,0.00174,0.197584,-0.015969,-0.002928,-0.013539,0.039388
2019-07-05,11208.550781,287.547119,32.530941,0.389055,0.99741,0.003547,0.077335,405.466339,117.823624,3.47688,0.020958,-0.001564,-0.00557,0.026628,-0.004252,-0.082752,0.010492,0.012364,-0.004469,-0.040107
2019-07-06,11450.84668,305.700562,33.241062,0.397047,1.00245,0.003633,0.079964,411.809692,120.320877,3.314356,0.021617,0.063132,0.021829,0.020542,0.005053,0.024246,0.033995,0.015645,0.021195,-0.046744
2019-07-07,12285.958008,313.251404,33.469681,0.401533,1.004626,0.003559,0.080476,418.634186,123.285484,3.335758,0.07293,0.0247,0.006878,0.011298,0.002171,-0.020369,0.006403,0.016572,0.024639,0.006457
2019-07-08,12573.8125,308.881012,32.707649,0.394168,1.00222,0.003549,0.077993,416.07843,119.432816,3.112949,0.02343,-0.013952,-0.022768,-0.018342,-0.002395,-0.00281,-0.030854,-0.006105,-0.03125,-0.066794
2019-07-09,12156.512695,290.002319,31.477377,0.363775,0.999782,0.003424,0.07194,390.242737,108.500259,3.118319,-0.033188,-0.06112,-0.037614,-0.077107,-0.002433,-0.035221,-0.07761,-0.062093,-0.091537,0.001725
2019-07-10,11358.662109,268.704041,29.641972,0.330335,0.996514,0.003243,0.065199,345.884155,102.644302,2.82714,-0.065632,-0.073442,-0.058309,-0.091925,-0.003269,-0.052862,-0.093703,-0.113669,-0.053972,-0.093377
2019-07-11,11815.986328,276.276703,31.69433,0.344118,1.006676,0.00334,0.069754,354.459717,105.300056,3.173851,0.040262,0.028182,0.069238,0.041724,0.010197,0.029911,0.069863,0.024793,0.025873,0.122637
2019-07-12,11392.378906,269.458801,31.506933,0.332179,0.998694,0.003249,0.06677,344.953156,101.024796,3.170485,-0.03585,-0.024678,-0.005913,-0.034694,-0.007929,-0.027246,-0.042779,-0.02682,-0.040601,-0.001061
2019-07-13,10256.058594,227.578064,28.924282,0.306426,0.999995,0.003014,0.059429,282.843567,89.770477,2.78738,-0.099744,-0.155425,-0.081971,-0.077528,0.001303,-0.07233,-0.109945,-0.180052,-0.111402,-0.120835
2019-07-14,10895.089844,229.776001,28.393448,0.31531,1.008286,0.003092,0.059537,314.742493,90.922974,2.728492,0.062308,0.009658,-0.018353,0.028992,0.008291,0.025879,0.001817,0.112779,0.012838,-0.021127
2019-07-15,9477.641602,199.188675,25.525009,0.296726,0.995924,0.002825,0.052052,281.707764,79.499931,2.19765,-0.1301,-0.133118,-0.101025,-0.058939,-0.01226,-0.086352,-0.12572,-0.104958,-0.125634,-0.194555
2019-07-16,9693.802734,211.48497,27.219601,0.310613,1.006266,0.00303,0.055239,291.543304,89.810722,2.379704,0.022807,0.061732,0.066389,0.046801,0.010384,0.072566,0.061227,0.034914,0.129696,0.08284
2019-07-17,10666.482422,226.566162,28.922812,0.323176,1.008852,0.003121,0.058772,315.087372,101.085419,2.679091,0.10034,0.071311,0.062573,0.040446,0.00257,0.030033,0.063958,0.080757,0.125538,0.125808
2019-07-18,10530.732422,221.33342,29.078394,0.320605,1.002974,0.003059,0.059787,308.027649,98.402657,2.608851,-0.012727,-0.023096,0.005379,-0.007955,-0.005826,-0.019865,0.01727,-0.022406,-0.02654,-0.026218
2019-07-19,10767.139648,229.119217,30.872244,0.333209,1.005038,0.003118,0.062958,324.204437,100.60994,2.644641,0.022449,0.035177,0.06169,0.039313,0.002058,0.019287,0.053038,0.052517,0.022431,0.013719
2019-07-20,10599.105469,225.630768,30.519543,0.331309,1.000783,0.003076,0.061203,320.864685,99.627586,2.550355,-0.015606,-0.015225,-0.011425,-0.005702,-0.004234,-0.01347,-0.027876,-0.010301,-0.009764,-0.035652
2019-07-21,10343.106445,217.560013,30.634586,0.322106,1.000396,0.002997,0.059466,310.591919,95.417389,2.425729,-0.024153,-0.03577,0.00377,-0.027778,-0.000387,-0.025683,-0.028381,-0.032016,-0.042259,-0.048866
2019-07-22,9900.767578,212.728516,29.585196,0.309926,0.997631,0.00288,0.055812,298.584229,90.622627,2.370991,-0.042767,-0.022208,-0.034255,-0.037814,-0.002764,-0.039039,-0.061447,-0.038661,-0.05025,-0.022566
2019-07-23,9811.925781,217.046371,29.163717,0.315947,1.003048,0.002915,0.059046,302.851593,94.309669,2.405396,-0.008973,0.020297,-0.014246,0.019427,0.00543,0.012153,0.057945,0.014292,0.040686,0.014511
2019-07-24,9911.841797,219.617996,29.002432,0.31481,1.003127,0.002921,0.058664,302.949463,93.44632,2.384253,0.010183,0.011848,-0.00553,-0.003599,7.9e-05,0.002058,-0.00647,0.000323,-0.009154,-0.00879
2019-07-25,9870.303711,219.629608,28.979189,0.32353,1.003877,0.002921,0.062884,316.041473,94.305016,2.403562,-0.004191,5.3e-05,-0.000801,0.027699,0.000748,0.0,0.071935,0.043215,0.009189,0.008099
2019-07-26,9477.677734,207.40831,27.885626,0.310528,0.998904,0.002823,0.059871,306.643829,88.889023,2.25848,-0.039779,-0.055645,-0.037736,-0.040188,-0.004954,-0.03355,-0.047914,-0.029735,-0.057431,-0.060361
2019-07-27,9552.860352,211.186554,27.835171,0.312288,1.002236,0.002859,0.059474,310.457397,89.769333,2.217729,0.007933,0.018216,-0.001809,0.005668,0.003336,0.012752,-0.006631,0.012436,0.009903,-0.018044
2019-07-28,9519.145508,211.268051,27.203272,0.310658,1.000521,0.00284,0.060393,307.917023,90.426422,2.140304,-0.003529,0.000386,-0.022701,-0.005219,-0.001711,-0.006646,0.015452,-0.008183,0.00732,-0.034912
2019-07-29,9607.423828,210.522598,26.942305,0.31847,1.003176,0.002817,0.059944,315.926605,90.566948,2.089139,0.009274,-0.003528,-0.009593,0.025147,0.002654,-0.008099,-0.007435,0.026012,0.001554,-0.023906
2019-07-30,10085.62793,218.654144,27.644558,0.320909,1.00375,0.002899,0.060152,326.570282,98.509575,2.196838,0.049774,0.038626,0.026065,0.007658,0.000572,0.029109,0.00347,0.03369,0.087699,0.051552
2019-07-31,10399.668945,217.808441,28.773273,0.317906,1.006068,0.002957,0.058872,328.759064,99.179726,2.181257,0.031137,-0.003868,0.04083,-0.009358,0.002309,0.020007,-0.021279,0.006702,0.006803,-0.007092
2019-08-01,10518.174805,217.871567,28.038483,0.312394,1.001748,0.002909,0.057412,326.823944,94.941292,2.399795,0.011395,0.00029,-0.025537,-0.017338,-0.004294,-0.016233,-0.0248,-0.005886,-0.042735,0.100189
2019-08-02,10821.726562,222.490341,27.88986,0.316757,1.004277,0.002912,0.057763,332.745453,94.580879,2.425479,0.02886,0.0212,-0.005301,0.013966,0.002525,0.001031,0.006114,0.018118,-0.003796,0.010703
2019-08-03,10970.18457,222.669724,27.556162,0.319842,1.005068,0.002938,0.056271,333.673462,93.203781,2.497683,0.013719,0.000806,-0.011965,0.009739,0.000788,0.008929,-0.02583,0.002789,-0.01456,0.029769
2019-08-04,11805.65332,234.215027,28.011879,0.323564,1.009972,0.003087,0.05668,346.759033,96.834648,2.484375,0.076158,0.051849,0.016538,0.011637,0.004879,0.050715,0.007268,0.039217,0.038956,-0.005328
2019-08-05,11478.168945,226.020645,27.638088,0.311326,0.998211,0.00295,0.053369,333.576874,93.069717,2.46067,-0.02774,-0.034987,-0.013344,-0.037822,-0.011645,-0.04438,-0.058416,-0.038015,-0.03888,-0.009542
2019-08-06,11941.96875,226.391006,29.354368,0.311969,1.001961,0.003006,0.051906,339.605255,90.912598,2.391855,0.040407,0.001639,0.062098,0.002065,0.003757,0.018983,-0.027413,0.018072,-0.023177,-0.027966
2019-08-07,11966.407227,220.941864,30.832846,0.307661,0.997454,0.002928,0.05197,333.729706,90.031609,2.289084,0.002046,-0.02407,0.050367,-0.013809,-0.004498,-0.025948,0.001233,-0.017301,-0.009691,-0.042967
2019-08-08,11862.936523,210.488907,29.961473,0.297343,0.998742,0.002904,0.047641,316.620819,84.439377,2.179155,-0.008647,-0.047311,-0.028261,-0.033537,0.001291,-0.008197,-0.083298,-0.051266,-0.062114,-0.048023
2019-08-09,11354.024414,206.733536,29.681858,0.298721,0.999664,0.002842,0.051981,315.989899,85.419479,2.322569,-0.042899,-0.017841,-0.009332,0.004634,0.000923,-0.02135,0.091098,-0.001993,0.011607,0.065812
2019-08-10,11523.579102,216.092865,30.057255,0.301915,0.99765,0.002898,0.054981,336.196503,89.75267,2.396836,0.014933,0.045272,0.012647,0.010692,-0.002015,0.019704,0.057713,0.063947,0.050728,0.031976
2019-08-11,11382.616211,211.288071,30.166882,0.300322,0.998427,0.00288,0.052938,330.228516,85.749229,2.379978,-0.012233,-0.022235,0.003647,-0.005276,0.000779,-0.006211,-0.037158,-0.017751,-0.044605,-0.007033
2019-08-12,10895.830078,208.709045,29.466278,0.296639,0.996607,0.002825,0.052561,343.680756,84.406143,2.41308,-0.042766,-0.012206,-0.023224,-0.012264,-0.001823,-0.019097,-0.007122,0.040736,-0.015663,0.013909
2019-08-13,10051.704102,186.607742,27.105581,0.263343,0.993267,0.002722,0.047,311.495941,76.064987,2.271148,-0.077472,-0.105895,-0.080115,-0.112244,-0.003351,-0.03646,-0.105801,-0.093647,-0.098822,-0.058818
2019-08-14,10311.545898,188.50206,28.043447,0.264882,1.002768,0.00264,0.047519,314.57608,76.388977,2.412745,0.025851,0.010151,0.0346,0.005844,0.009565,-0.030125,0.011043,0.009888,0.004259,0.062346
2019-08-15,10374.338867,185.440079,27.644571,0.261971,1.002429,0.002681,0.046841,310.449341,74.920151,2.321893,0.00609,-0.016244,-0.014224,-0.01099,-0.000338,0.01553,-0.014268,-0.013118,-0.019228,-0.037655
2019-08-16,10231.744141,185.687683,27.480522,0.265721,1.000918,0.002646,0.047393,307.276978,72.797722,2.39339,-0.013745,0.001335,-0.005934,0.014315,-0.001507,-0.013055,0.011785,-0.010219,-0.028329,0.030793
2019-08-17,10345.810547,194.49353,27.932446,0.282646,1.003422,0.002723,0.050731,316.509613,76.269951,2.49964,0.011148,0.047423,0.016445,0.063695,0.002502,0.029101,0.070432,0.030047,0.047697,0.044393
2019-08-18,10916.053711,203.091934,28.809004,0.283328,1.004276,0.002797,0.050298,325.606384,77.263191,2.505152,0.055118,0.044209,0.031381,0.002413,0.000851,0.027176,-0.008535,0.028741,0.013023,0.002205
2019-08-19,10763.232422,196.565414,28.16749,0.275806,1.000555,0.002763,0.049195,316.245819,75.196564,2.380463,-0.014,-0.032136,-0.022268,-0.026549,-0.003705,-0.012156,-0.021929,-0.028748,-0.026748,-0.049773
2019-08-20,10138.049805,186.891632,26.993715,0.266261,0.994472,0.002675,0.047113,302.986847,72.964951,2.216314,-0.058085,-0.049214,-0.041671,-0.034608,-0.00608,-0.031849,-0.042321,-0.041926,-0.029677,-0.068957
2019-08-21,10131.055664,191.332916,27.089191,0.270944,1.00298,0.0027,0.04941,311.327026,73.598595,2.229581,-0.00069,0.023764,0.003537,0.017588,0.008555,0.009346,0.048755,0.027527,0.008684,0.005986
2019-08-22,10407.964844,194.706207,27.17053,0.276545,1.003907,0.002713,0.04979,316.826416,75.402817,2.253302,0.027333,0.01763,0.003003,0.020672,0.000924,0.004815,0.007691,0.017664,0.024514,0.010639
2019-08-23,10159.960938,191.289566,26.495663,0.272553,1.002637,0.002661,0.050177,307.645386,73.463615,2.185192,-0.023828,-0.017548,-0.024838,-0.014435,-0.001265,-0.019167,0.007773,-0.028978,-0.025718,-0.030227
2019-08-24,10138.517578,186.842392,26.131847,0.270088,0.999559,0.002662,0.049439,305.601959,72.308144,2.085077,-0.002111,-0.023248,-0.013731,-0.009044,-0.00307,0.000376,-0.014708,-0.006642,-0.015728,-0.045815
2019-08-25,10370.820312,188.929382,26.10833,0.270788,1.001347,0.002679,0.049697,311.121643,73.857178,2.076848,0.022913,0.01117,-0.0009,0.002592,0.001789,0.006386,0.005219,0.018062,0.021423,-0.003947
2019-08-26,10185.5,187.516663,25.688978,0.269618,0.999137,0.00262,0.049839,308.040466,72.836227,2.107181,-0.017869,-0.007478,-0.016062,-0.004321,-0.002207,-0.022023,0.002857,-0.009903,-0.013823,0.014605
2019-08-27,9754.422852,173.889969,23.702868,0.25745,0.996918,0.002524,0.045825,292.192139,67.425545,1.900387,-0.042323,-0.072669,-0.077314,-0.04513,-0.002221,-0.036641,-0.080539,-0.051449,-0.074286,-0.098138
2019-08-28,9510.200195,169.516739,21.889606,0.257045,1.002594,0.00245,0.044697,280.739716,64.098053,1.783433,-0.025037,-0.025149,-0.0765,-0.001573,0.005694,-0.029318,-0.024615,-0.039195,-0.049351,-0.061542
2019-08-29,9598.173828,168.834869,22.218857,0.256218,1.00209,0.002482,0.044825,279.87027,64.332977,1.80638,0.00925,-0.004022,0.015041,-0.003217,-0.000503,0.013061,0.002864,-0.003097,0.003665,0.012867
2019-08-30,9630.664062,172.469788,21.265915,0.259204,1.003744,0.002511,0.04499,279.939514,64.57605,1.790231,0.003385,0.021529,-0.042889,0.011654,0.001651,0.011684,0.003681,0.000247,0.003778,-0.00894
2019-08-31,9757.970703,171.629425,21.56867,0.258054,1.004573,0.002492,0.044543,282.329102,66.144722,1.775217,0.013219,-0.004873,0.014237,-0.004437,0.000826,-0.007567,-0.009935,0.008536,0.024292,-0.008387
2019-09-01,10346.760742,178.347351,22.767134,0.26082,1.003085,0.002596,0.045362,294.075897,66.944954,1.833489,0.060339,0.039142,0.055565,0.010719,-0.001481,0.041733,0.018387,0.041607,0.012098,0.032825
2019-09-02,10623.540039,179.499329,22.51454,0.263139,1.002552,0.002595,0.046771,300.859863,69.129257,1.854688,0.02675,0.006459,-0.011095,0.008891,-0.000531,-0.000385,0.031061,0.023069,0.032628,0.011562
2019-09-03,10594.493164,175.992889,21.796309,0.259905,1.002481,0.00269,0.045517,295.304565,67.285629,1.785245,-0.002734,-0.019535,-0.031901,-0.01229,-7.1e-05,0.036609,-0.026811,-0.018465,-0.026669,-0.037442
2019-09-04,10575.533203,174.217133,22.761099,0.256346,1.001045,0.002531,0.044437,292.895966,65.395569,1.797884,-0.00179,-0.01009,0.044264,-0.013694,-0.001432,-0.059108,-0.023727,-0.008156,-0.02809,0.00708
2019-09-05,10353.302734,169.956177,22.153149,0.25234,1.0034,0.002509,0.044415,287.451904,65.228203,1.731496,-0.021014,-0.024458,-0.02671,-0.015627,0.002353,-0.008692,-0.000495,-0.018587,-0.002559,-0.036926
2019-09-06,10517.254883,178.262619,22.548977,0.260687,1.005914,0.002515,0.046198,301.154388,69.038712,1.77696,0.015836,0.048874,0.017868,0.033078,0.002505,0.002391,0.040144,0.047669,0.058418,0.026257
2019-09-07,10441.276367,181.35553,22.561689,0.263084,1.005253,0.002501,0.046719,307.009827,70.54937,1.830964,-0.007224,0.01735,0.000564,0.009195,-0.000657,-0.005567,0.011278,0.019443,0.021881,0.030391
2019-09-08,10334.974609,181.14946,22.28739,0.259562,1.002489,0.002461,0.046931,305.425079,70.192238,1.796893,-0.010181,-0.001136,-0.012158,-0.013387,-0.00275,-0.015994,0.004538,-0.005162,-0.005062,-0.018608
2019-09-09,10115.975586,179.78717,21.911144,0.258671,0.999806,0.002437,0.04651,304.133667,70.823395,1.80213,-0.02119,-0.00752,-0.016882,-0.003433,-0.002676,-0.009752,-0.008971,-0.004228,0.008992,0.002914
2019-09-10,10178.37207,178.725494,20.899321,0.255956,1.002407,0.002399,0.04499,299.814789,69.922142,1.734827,0.006168,-0.005905,-0.046178,-0.010496,0.002601,-0.015593,-0.032681,-0.014201,-0.012725,-0.037346
2019-09-11,10410.126953,181.016098,20.922277,0.254811,1.002317,0.002425,0.045452,300.42099,69.225075,1.707639,0.022769,0.012816,0.001098,-0.004473,-9e-05,0.010838,0.010269,0.002022,-0.009969,-0.015672
2019-09-12,10360.546875,181.109726,20.887466,0.255551,1.001374,0.002426,0.045753,298.257019,68.988617,1.580933,-0.004763,0.000517,-0.001664,0.002904,-0.000941,0.000412,0.006622,-0.007203,-0.003416,-0.0742
2019-09-13,10358.048828,188.105515,21.071585,0.261167,1.002235,0.002441,0.046524,304.692596,70.562302,1.565105,-0.000241,0.038627,0.008815,0.021976,0.00086,0.006183,0.016851,0.021577,0.022811,-0.010012
2019-09-14,10347.712891,189.789124,20.59894,0.261628,1.003904,0.00246,0.046799,304.232788,70.315178,1.617525,-0.000998,0.00895,-0.02243,0.001765,0.001665,0.007784,0.005911,-0.001509,-0.003502,0.033493
2019-09-15,10276.793945,197.113174,20.398512,0.260952,1.001626,0.002455,0.047071,307.526337,72.573112,1.581435,-0.006854,0.03859,-0.00973,-0.002584,-0.002269,-0.002033,0.005812,0.010826,0.032112,-0.022312
2019-09-16,10241.272461,208.608749,21.005367,0.285013,1.004886,0.002608,0.049008,319.500824,74.22123,1.629438,-0.003456,0.05832,0.02975,0.092205,0.003255,0.062322,0.041151,0.038938,0.02271,0.030354
2019-09-17,10198.248047,211.393036,22.255444,0.313776,1.004889,0.002719,0.053292,324.720856,77.969131,1.809821,-0.004201,0.013347,0.059512,0.100918,3e-06,0.042561,0.087414,0.016338,0.050496,0.110703
2019-09-18,10266.415039,221.280853,21.614601,0.302441,1.002989,0.002709,0.052504,323.70282,77.059624,1.87587,0.006684,0.046775,-0.028795,-0.036124,-0.001891,-0.003678,-0.014786,-0.003135,-0.011665,0.036495
2019-09-19,10181.641602,218.050049,21.371471,0.29447,1.000951,0.002672,0.05234,315.367767,75.149094,1.82775,-0.008257,-0.0146,-0.011248,-0.026356,-0.002032,-0.013658,-0.003124,-0.025749,-0.024793,-0.025652
2019-09-20,10019.716797,215.516205,21.08218,0.289443,1.002354,0.002586,0.051922,312.477356,73.516525,1.889405,-0.015904,-0.01162,-0.013536,-0.017071,0.001402,-0.032186,-0.007986,-0.009165,-0.021724,0.033733
2019-09-21,10070.392578,211.54538,20.525558,0.278931,1.002634,0.002592,0.049111,308.30191,72.616119,1.8214,0.005058,-0.018425,-0.026402,-0.036318,0.000279,0.00232,-0.054139,-0.013362,-0.012248,-0.035993
2019-09-22,9729.324219,201.92131,19.485477,0.268675,1.002548,0.002486,0.046264,293.065369,66.851891,1.807347,-0.033868,-0.045494,-0.050672,-0.036769,-8.6e-05,-0.040895,-0.057971,-0.049421,-0.079379,-0.007715
2019-09-23,8620.566406,168.110733,16.06769,0.235226,1.007158,0.002228,0.037573,222.350739,55.823639,1.735809,-0.11396,-0.167444,-0.175402,-0.124496,0.004598,-0.103781,-0.187857,-0.241293,-0.164965,-0.039582
2019-09-24,8486.993164,170.8927,16.258373,0.246441,1.006749,0.002197,0.039396,229.413162,57.658009,1.760189,-0.015495,0.016548,0.011868,0.047678,-0.000406,-0.013914,0.048519,0.031763,0.03286,0.014045
2019-09-25,8118.967773,166.727127,15.459808,0.243784,1.004431,0.002155,0.038229,216.200699,55.540619,1.658976,-0.043363,-0.024375,-0.049117,-0.010782,-0.002302,-0.019117,-0.029622,-0.057592,-0.036723,-0.057501
2019-09-26,8251.845703,174.710999,15.790263,0.244021,1.010344,0.002221,0.039532,222.558609,56.360847,1.670161,0.016366,0.047886,0.021375,0.000972,0.005887,0.030626,0.034084,0.029407,0.014768,0.006742
2019-09-27,8245.915039,174.572891,15.851419,0.242571,1.004628,0.002234,0.038827,228.834503,55.682247,1.687368,-0.000719,-0.00079,0.003873,-0.005942,-0.005658,0.005853,-0.017834,0.028199,-0.01204,0.010303
2019-09-28,8104.185547,170.503479,15.3051,0.241388,1.005677,0.002223,0.037486,220.430267,54.319546,1.71722,-0.017188,-0.023311,-0.034465,-0.004877,0.001044,-0.004924,-0.034538,-0.036726,-0.024473,0.017691
2019-09-29,8293.868164,179.872208,15.862675,0.255933,1.004109,0.002387,0.038885,228.122894,56.056908,1.763507,0.023406,0.054947,0.036431,0.060256,-0.001559,0.073774,0.037321,0.034898,0.031984,0.026955
2019-09-30,8343.276367,177.340424,15.903211,0.249565,1.006396,0.002388,0.038507,224.761902,56.058075,1.839308,0.005957,-0.014075,0.002555,-0.024881,0.002278,0.000419,-0.009721,-0.014733,2.1e-05,0.042983
2019-10-01,8393.041992,180.71051,15.950048,0.253539,1.004245,0.002351,0.039445,225.893616,56.508926,2.01666,0.005965,0.019003,0.002945,0.015924,-0.002137,-0.015494,0.024359,0.005035,0.008043,0.096423
2019-10-02,8259.992188,175.199341,15.72676,0.24786,1.004948,0.002325,0.038361,222.579086,56.546814,1.951038,-0.015852,-0.030497,-0.013999,-0.022399,0.0007,-0.011059,-0.027481,-0.014673,0.00067,-0.03254
2019-10-03,8205.939453,176.985001,15.755114,0.253935,1.008841,0.00236,0.039667,223.250809,56.85321,1.978818,-0.006544,0.010192,0.001803,0.02451,0.003874,0.015054,0.034045,0.003018,0.005418,0.014239
2019-10-04,8151.500488,176.351517,15.72358,0.253457,1.001932,0.002322,0.03973,223.165344,56.843872,1.966004,-0.006634,-0.003579,-0.002001,-0.001882,-0.006848,-0.016102,0.001588,-0.000383,-0.000164,-0.006476
2019-10-05,7988.155762,173.059143,15.34898,0.257705,1.012087,0.002346,0.039324,223.411926,55.411568,2.188103,-0.020039,-0.018669,-0.023824,0.01676,0.010135,0.010336,-0.010219,0.001105,-0.025197,0.11297
2019-10-06,8245.623047,181.18634,16.134346,0.275685,1.008524,0.00239,0.041672,234.236176,57.7883,2.401859,0.032231,0.046962,0.051167,0.06977,-0.00352,0.018755,0.059709,0.04845,0.042892,0.09769
2019-10-07,8228.783203,182.021561,16.108192,0.278459,1.00612,0.002346,0.041441,232.357224,57.398586,2.578111,-0.002042,0.00461,-0.001621,0.010062,-0.002384,-0.01841,-0.005543,-0.008022,-0.006744,0.073381
2019-10-08,8595.740234,193.293259,17.80658,0.281627,1.005719,0.002388,0.042629,239.443924,59.430866,2.803853,0.044594,0.061925,0.105436,0.011377,-0.000399,0.017903,0.028667,0.030499,0.035406,0.087561
2019-10-09,8586.473633,191.659668,17.571154,0.272073,1.003237,0.002332,0.041661,230.106201,57.776085,2.635488,-0.001078,-0.008451,-0.013221,-0.033924,-0.002468,-0.023451,-0.022708,-0.038998,-0.027844,-0.060048
2019-10-10,8321.756836,182.569687,16.709532,0.271099,1.012352,0.002345,0.040623,222.594009,56.29697,2.772361,-0.03083,-0.047428,-0.049036,-0.00358,0.009086,0.005575,-0.024915,-0.032647,-0.025601,0.051935
2019-10-11,8336.555664,180.826645,17.277906,0.273191,1.004475,0.00234,0.040542,225.10199,55.982868,2.607123,0.001778,-0.009547,0.034015,0.007717,-0.007781,-0.002132,-0.001994,0.011267,-0.005579,-0.059602
2019-10-12,8321.005859,182.07515,18.308025,0.277765,1.004942,0.002447,0.041325,224.123245,56.713997,2.497458,-0.001865,0.006904,0.059621,0.016743,0.000465,0.045727,0.019313,-0.004348,0.01306,-0.042064
2019-10-13,8374.686523,186.960907,18.459478,0.296523,1.004195,0.002545,0.041789,228.589233,56.975403,2.539667,0.006451,0.026834,0.008272,0.067532,-0.000743,0.040049,0.011228,0.019926,0.004609,0.016901
2019-10-14,8205.369141,181.406067,18.544653,0.288702,1.00405,0.00251,0.039766,222.827789,54.944206,2.394792,-0.020218,-0.029711,0.004614,-0.026376,-0.000144,-0.013752,-0.04841,-0.025204,-0.03565,-0.057045
2019-10-15,8047.526855,176.013504,17.84005,0.28464,1.006127,0.002607,0.038741,218.20311,52.923107,2.391249,-0.019236,-0.029726,-0.037995,-0.01407,0.002069,0.038645,-0.025776,-0.020755,-0.036785,-0.00148
2019-10-16,8103.911133,178.028351,18.570269,0.302315,1.004207,0.002755,0.039524,221.434204,54.884476,2.424113,0.007006,0.011447,0.040931,0.062096,-0.001908,0.05677,0.020211,0.014808,0.037061,0.013743
2019-10-17,7973.20752,173.621338,18.254192,0.295005,1.002739,0.002706,0.038073,212.648911,53.491692,2.358567,-0.016128,-0.024755,-0.017021,-0.02418,-0.001462,-0.017786,-0.036712,-0.039675,-0.025377,-0.027039
2019-10-18,7988.560547,172.913025,18.288546,0.293022,1.006851,0.002743,0.039225,213.980865,54.034573,2.359457,0.001926,-0.00408,0.001882,-0.006722,0.004101,0.013673,0.030258,0.006264,0.010149,0.000377
2019-10-19,8222.078125,175.534378,18.437923,0.294179,1.002886,0.00273,0.039529,224.925735,54.93438,2.441464,0.029231,0.01516,0.008168,0.003948,-0.003938,-0.004739,0.00775,0.051149,0.016652,0.034757
2019-10-20,8243.720703,174.92099,18.30555,0.292979,1.004178,0.002774,0.03928,233.256958,54.938297,2.632044,0.002632,-0.003494,-0.007179,-0.004079,0.001288,0.016117,-0.006299,0.03704,7.1e-05,0.07806
2019-10-21,8078.203125,172.300858,18.195602,0.291607,1.00449,0.002565,0.038816,228.044952,53.744362,2.605548,-0.020078,-0.014979,-0.006006,-0.004683,0.000311,-0.075342,-0.011813,-0.022344,-0.021732,-0.010067
2019-10-22,7514.671875,162.402786,16.711174,0.274143,1.002449,0.002495,0.036409,210.37648,49.627956,2.612499,-0.069759,-0.057446,-0.081582,-0.059889,-0.002032,-0.02729,-0.06201,-0.077478,-0.076592,0.002668
2019-10-23,7493.48877,162.168549,16.891573,0.278491,1.007428,0.002538,0.037685,214.047882,50.067665,2.751632,-0.002819,-0.001442,0.010795,0.01586,0.004967,0.017235,0.035046,0.017452,0.00886,0.053257
2019-10-24,8660.700195,181.523209,18.616058,0.298165,1.002172,0.002684,0.041246,259.166901,56.939011,2.83809,0.155763,0.119349,0.102091,0.070645,-0.005217,0.057526,0.094494,0.210789,0.137241,0.031421
2019-10-25,9244.972656,179.83548,18.889704,0.293699,1.001595,0.002622,0.040547,252.507019,56.775253,2.751997,0.067462,-0.009298,0.014699,-0.014978,-0.000576,-0.0231,-0.016947,-0.025697,-0.002876,-0.030335
2019-10-26,9551.714844,184.242218,19.345646,0.2981,1.004242,0.002654,0.042335,261.251587,59.91399,2.675462,0.033179,0.024504,0.024137,0.014985,0.002643,0.012204,0.044097,0.034631,0.055284,-0.027811
2019-10-28,9256.148438,182.662811,19.75832,0.296007,1.002855,0.002646,0.042363,265.410858,58.126839,2.671974,-0.030944,-0.008572,0.021332,-0.007021,-0.001381,-0.003014,0.000661,0.015921,-0.029829,-0.001304
2019-10-29,9427.6875,190.342575,20.477106,0.301956,1.002135,0.002655,0.043444,288.95755,59.869625,2.670044,0.018532,0.042043,0.036379,0.020097,-0.000718,0.003401,0.025518,0.088718,0.029982,-0.000722
