Date,sp500_rtn,DJ30_rtn,BTC_rtn,ETH_rtn,BNB_rtn,XRP_rtn,USDT_rtn,DOGE_rtn,ADA_rtn,BCH_rtn,LTC_rtn,LINK_rtn,_merge
2019-08-09,-0.0066170000000000005,-0.00344,-0.042899,-0.017841,-0.009332,0.004634,0.000923,-0.02135,0.091098,-0.001993,0.011607,0.065812,both
2019-08-12,-0.012317,-0.014874,-0.042766000000000005,-0.012206,-0.023224,-0.012264,-0.001823,-0.019097,-0.007122,0.040736,-0.015663,0.013909,both
2019-08-13,0.015132,0.014808000000000002,-0.077472,-0.105895,-0.08011499999999999,-0.11224400000000001,-0.003351,-0.03646,-0.10580099999999999,-0.09364700000000001,-0.09882200000000001,-0.058817999999999995,both
2019-08-14,-0.029293,-0.03046,0.025851,0.010151,0.0346,0.005843999999999999,0.009565,-0.030125,0.011043,0.009888,0.004259000000000001,0.062346000000000006,both
2019-08-15,0.002464,0.003924,0.00609,-0.016244,-0.014224,-0.01099,-0.000338,0.01553,-0.014268000000000001,-0.013118000000000001,-0.019228,-0.037655,both
2019-08-16,0.014426,0.011987000000000001,-0.013744999999999999,0.001335,-0.005934,0.014315000000000001,-0.001507,-0.013055,0.011784999999999999,-0.010218999999999999,-0.028329000000000003,0.030793,both
2019-08-19,0.012106,0.009649,-0.013999999999999999,-0.032136,-0.022268,-0.026549,-0.0037049999999999995,-0.012156,-0.021929,-0.028748000000000003,-0.026748,-0.049773000000000005,both
2019-08-20,-0.007915,-0.006633,-0.058085000000000005,-0.049214,-0.041671,-0.034608,-0.0060799999999999995,-0.031849,-0.042321,-0.041926,-0.029677,-0.068957,both
2019-08-21,0.008246999999999999,0.009255,-0.0006900000000000001,0.023763999999999997,0.0035369999999999998,0.017588,0.008555,0.009346,0.048755,0.027527,0.008684,0.005986,both
2019-08-22,-0.0005059999999999999,0.001889,0.027333,0.01763,0.003003,0.020672,0.000924,0.004815,0.007691,0.017664,0.024513999999999998,0.010639000000000001,both
2019-08-23,-0.025945999999999997,-0.023744,-0.023828,-0.017547999999999998,-0.024838,-0.014435,-0.001265,-0.019167,0.007773,-0.028977999999999997,-0.025718,-0.030226999999999997,both
2019-08-26,0.010983,0.010532,-0.017869,-0.007478,-0.016062,-0.004321,-0.002207,-0.022022999999999997,0.002857,-0.009903,-0.013822999999999998,0.014605000000000002,both
2019-08-27,-0.003203,-0.0046689999999999995,-0.042323,-0.07266900000000001,-0.077314,-0.04513,-0.002221,-0.036641,-0.080539,-0.051449,-0.074286,-0.098138,both
2019-08-28,0.0065450000000000005,0.010015999999999999,-0.025037,-0.025149,-0.0765,-0.001573,0.005693999999999999,-0.029318,-0.024615,-0.039195,-0.049351,-0.06154199999999999,both
2019-08-29,0.012687,0.012527,0.00925,-0.0040219999999999995,0.015040999999999999,-0.0032170000000000002,-0.000503,0.013061000000000001,0.0028640000000000002,-0.003097,0.003665,0.012866999999999998,both
2019-08-30,0.000643,0.001556,0.003385,0.021529,-0.042889,0.011654000000000001,0.0016510000000000001,0.011684,0.0036810000000000002,0.00024700000000000004,0.003778,-0.00894,both
2019-09-03,-0.006899,-0.010804000000000001,-0.002734,-0.019535,-0.031901,-0.01229,-7.099999999999999e-05,0.036608999999999996,-0.026811,-0.018465000000000002,-0.026668999999999998,-0.037442,both
2019-09-04,0.010842000000000001,0.009091,-0.00179,-0.01009,0.044264,-0.013694,-0.0014320000000000001,-0.059108,-0.023727,-0.008156,-0.028089999999999997,0.0070799999999999995,both
2019-09-05,0.013009999999999999,0.014140999999999999,-0.021013999999999998,-0.024458,-0.02671,-0.015627000000000002,0.002353,-0.008692,-0.000495,-0.018587,-0.002559,-0.036926,both
2019-09-06,0.0009109999999999999,0.002593,0.015836000000000003,0.048874,0.017868000000000002,0.033077999999999996,0.0025050000000000003,0.002391,0.040144,0.047669,0.058418,0.026257,both
2019-09-09,-9.4e-05,0.0014199999999999998,-0.02119,-0.007520000000000001,-0.016881999999999998,-0.003433,-0.002676,-0.009752,-0.008971,-0.004228,0.008992,0.002914,both
2019-09-10,0.000322,0.002755,0.006168,-0.005905,-0.046178,-0.010496,0.002601,-0.015593000000000001,-0.032681,-0.014200999999999998,-0.012725,-0.037346,both
2019-09-11,0.0072299999999999994,0.008458,0.022769,0.012816,0.001098,-0.0044729999999999995,-9e-05,0.010838,0.010269,0.002022,-0.009969,-0.015672,both
2019-09-12,0.002879,0.001673,-0.004763,0.000517,-0.0016640000000000001,0.002904,-0.000941,0.000412,0.006622,-0.007203,-0.0034159999999999998,-0.0742,both
2019-09-13,-0.000724,0.001364,-0.000241,0.038627,0.008815,0.021976,0.00086,0.006183,0.016850999999999998,0.021577000000000002,0.022811,-0.010012,both
2019-09-16,-0.003136,-0.005243,-0.0034560000000000003,0.058320000000000004,0.02975,0.092205,0.0032549999999999996,0.062322,0.041151,0.038938,0.02271,0.030354000000000003,both
2019-09-17,0.002582,0.001255,-0.004201,0.013347,0.059512,0.100918,3e-06,0.042561,0.08741399999999999,0.016338,0.050496,0.110703,both
2019-09-18,0.000343,0.001338,0.006684000000000001,0.046775,-0.028794999999999998,-0.036124,-0.001891,-0.0036780000000000003,-0.014786,-0.003135,-0.011665,0.036495,both
2019-09-19,2e-05,-0.0019260000000000002,-0.008256999999999999,-0.0146,-0.011248000000000001,-0.026356,-0.002032,-0.013658000000000002,-0.003124,-0.025749,-0.024793,-0.025651999999999998,both
2019-09-20,-0.004896,-0.005895,-0.015903999999999998,-0.01162,-0.013536000000000001,-0.017071,0.001402,-0.032186,-0.007986,-0.009165000000000001,-0.021724,0.033733,both
2019-09-23,-9.7e-05,0.000554,-0.11395999999999999,-0.167444,-0.175402,-0.12449600000000001,0.004598,-0.103781,-0.187857,-0.24129299999999998,-0.164965,-0.039582,both
2019-09-24,-0.008416,-0.0052770000000000004,-0.015494999999999998,0.016548,0.011868,0.047678,-0.00040599999999999995,-0.013914,0.048519,0.031763,0.03286,0.014044999999999998,both
2019-09-25,0.006159,0.006078,-0.043363,-0.024375,-0.049117,-0.010782,-0.002302,-0.019117,-0.029622000000000002,-0.057592,-0.036723,-0.057501,both
2019-09-26,-0.0024289999999999997,-0.002951,0.016366,0.047886,0.021375,0.0009720000000000001,0.005887,0.030626,0.034083999999999996,0.029407,0.014768,0.006742000000000001,both
2019-09-27,-0.0053159999999999995,-0.002635,-0.000719,-0.00079,0.0038729999999999997,-0.005942,-0.005658,0.005853,-0.017834,0.028199000000000002,-0.01204,0.010303,both
2019-09-30,0.0050479999999999995,0.0036009999999999996,0.005957,-0.014075,0.002555,-0.024881,0.002278,0.00041900000000000005,-0.009720999999999999,-0.014733000000000001,2.1e-05,0.042983,both
2019-10-01,-0.012258,-0.012772,0.005965,0.019003,0.002945,0.015924,-0.002137,-0.015493999999999999,0.024359,0.005035,0.008043000000000002,0.09642300000000001,both
2019-10-02,-0.017903,-0.018606,-0.015852,-0.030497000000000003,-0.013999000000000001,-0.022399000000000002,0.0007,-0.011059000000000001,-0.027481000000000002,-0.014672999999999999,0.00067,-0.03254,both
2019-10-03,0.007972,0.004693999999999999,-0.0065439999999999995,0.010192,0.0018030000000000001,0.02451,0.0038740000000000003,0.015054,0.034045,0.003018,0.005418,0.014238999999999998,both
2019-10-04,0.014216999999999999,0.014224,-0.006634,-0.0035789999999999997,-0.002001,-0.001882,-0.006848000000000001,-0.016102,0.001588,-0.000383,-0.000164,-0.006476000000000001,both
