Date,BTC,ETH,BNB,XRP,USDT,DOGE,ADA,BCH,LTC,LINK
2019-09-06,15307366476.0,6791531342.0,203280778.0,962765309.0,17519761214.0,34744018.0,40837132.0,1487255622.0,2763572250.0,71006363.0
2019-09-07,13670567493.0,6472677266.0,175027324.0,1043077809.0,16261435450.0,31506514.0,46948887.0,1362441598.0,2776939870.0,88855921.0
2019-09-08,17595943368.0,7232938985.0,155543678.0,1157441363.0,20257637729.0,34582212.0,64445050.0,1519465939.0,2654086135.0,96518480.0
2019-09-09,14906809639.0,6291476772.0,139754246.0,975503111.0,17017654802.0,29851957.0,48839824.0,1274746653.0,2893715133.0,66969746.0
2019-09-10,15428063426.0,7157139035.0,147044919.0,992565704.0,18377750474.0,30308813.0,51727434.0,1353292059.0,2569282757.0,67247430.0
2019-09-11,15323563925.0,5838605477.0,202313591.0,974717877.0,16402248661.0,38515673.0,43222873.0,1167888639.0,2316445209.0,61903495.0
2019-09-12,14109864675.0,5955041237.0,171327680.0,869481607.0,15996355710.0,34172204.0,38257028.0,1172902982.0,2368931048.0,95116689.0
2019-09-13,13468713124.0,6500686511.0,163028906.0,1005057194.0,16159387143.0,36253840.0,51690256.0,1269683634.0,2439744085.0,82000174.0
2019-09-14,12043433567.0,6222874780.0,151856190.0,859761210.0,14415596813.0,35862686.0,41237029.0,1205048956.0,2330572400.0,64455918.0
2019-09-15,15160167779.0,8242029488.0,143466438.0,878264190.0,17893377310.0,31115288.0,45484816.0,1263976388.0,2652253522.0,62082506.0
2019-09-16,15304603363.0,10232590812.0,209209108.0,1981364786.0,19476441246.0,38934662.0,85720810.0,1622782817.0,3104946341.0,74897534.0
2019-09-17,16169268880.0,9194634557.0,369440814.0,2548478917.0,20444983557.0,45526972.0,138254972.0,1773994497.0,3665577129.0,112613412.0
2019-09-18,19937691247.0,10620070913.0,249524458.0,2314376584.0,24952094604.0,46463665.0,129365460.0,1818328805.0,3778427056.0,133273165.0
2019-09-19,14734189639.0,8027974273.0,198988737.0,1558069366.0,18113214694.0,45337416.0,96532515.0,1569334925.0,3148504140.0,75449475.0
2019-09-20,13425266806.0,7743309778.0,175114438.0,1266771269.0,16319022643.0,47801585.0,81964426.0,1448816845.0,2572614027.0,76844379.0
2019-09-21,13199651698.0,7812854576.0,153747684.0,1242282758.0,16627445896.0,37997883.0,86152016.0,1324458033.0,2494428147.0,63224058.0
2019-09-22,15144925408.0,7494673136.0,146934616.0,1484938724.0,18747409475.0,35603401.0,70372238.0,1433579087.0,3215899051.0,76114156.0
2019-09-23,25002886689.0,11757739233.0,229488109.0,2114210733.0,30921334257.0,56048353.0,118474846.0,2916790532.0,3919809840.0,218580528.0
2019-09-24,21744728353.0,9766632018.0,179697117.0,1800796894.0,26997260690.0,58992978.0,126192409.0,2601638827.0,3360298410.0,161634833.0
2019-09-25,19258205289.0,7848286154.0,157594803.0,1387714462.0,22801049085.0,46965571.0,98838747.0,2113715407.0,2663433163.0,112008341.0
2019-09-26,16408941156.0,7909313625.0,139548410.0,1277746422.0,19746430476.0,47659680.0,80670015.0,1903875542.0,2324084589.0,90213617.0
2019-09-27,14141152736.0,6895423445.0,123900187.0,978211509.0,16912669853.0,36239557.0,39805246.0,1675667458.0,1975938676.0,71435514.0
2019-09-28,13034629109.0,6497088199.0,109712932.0,931369885.0,15804140912.0,41861530.0,43311030.0,1523703377.0,1825233237.0,85120108.0
2019-09-29,17115474183.0,7552915148.0,124329060.0,1662002377.0,21100592344.0,56920760.0,57274489.0,1646589372.0,2241248501.0,84068855.0
2019-09-30,15305343413.0,7676276225.0,125165661.0,1319433697.0,19030134292.0,40563787.0,38320346.0,1778003922.0,2325767310.0,91602849.0
2019-10-01,13125712443.0,6335595250.0,106103588.0,1093145013.0,15811830977.0,42121830.0,36838966.0,1372176230.0,2113331224.0,102294409.0
2019-10-02,13668823409.0,6381403725.0,117720712.0,1043933395.0,16169258787.0,36788344.0,37098921.0,1111283911.0,2221643896.0,101098441.0
2019-10-03,13139456229.0,6248928449.0,121510968.0,1078860456.0,15728274369.0,42842902.0,48050293.0,1186189217.0,2292624175.0,77454029.0
2019-10-04,12200497197.0,5837211771.0,123665932.0,944304199.0,14434599810.0,39360096.0,37111643.0,1049368204.0,2063875681.0,96574706.0
2019-10-05,13160830305.0,5852890674.0,116659103.0,965338466.0,15827357439.0,40093923.0,38119872.0,1104864272.0,2381501439.0,126356581.0
2019-10-06,18009742607.0,7844316834.0,147393768.0,1938984643.0,21724647654.0,48117979.0,69132008.0,1574411233.0,2891486029.0,202190935.0
2019-10-07,15592264032.0,7466282780.0,135346905.0,1518125769.0,18815341020.0,49622640.0,56654020.0,1430440347.0,2417116506.0,224096110.0
2019-10-08,19384942333.0,9088122101.0,295619363.0,1579225264.0,23029987899.0,39868870.0,61997644.0,1466835870.0,2790624239.0,329507431.0
2019-10-09,17618660671.0,8375913276.0,236960467.0,1383555182.0,20928242912.0,49414270.0,51703356.0,1559031120.0,2440262585.0,249559325.0
2019-10-10,19604381101.0,9128522970.0,194750430.0,1265760690.0,23204107707.0,40769657.0,46907955.0,1430107191.0,2441054545.0,200123734.0
2019-10-11,14532641605.0,7494328840.0,228500831.0,1100066310.0,17304431390.0,45487600.0,34809571.0,1276328578.0,2098404880.0,120045685.0
2019-10-12,13808286059.0,6733182273.0,275090600.0,1176911158.0,16192755686.0,63249479.0,34184265.0,1113479953.0,2235957909.0,107136821.0
2019-10-13,15151387859.0,7276520699.0,246674814.0,1685629956.0,17801736393.0,62460324.0,41060021.0,1181648353.0,2243495397.0,116069815.0
2019-10-14,15220412632.0,7731456579.0,325479444.0,1686563830.0,19049522501.0,50979959.0,47200974.0,1329643411.0,2602960066.0,110301011.0
2019-10-15,16071646996.0,7691244590.0,229668087.0,1626378642.0,19824055272.0,50405533.0,44617564.0,1422464232.0,2978803244.0,158475686.0
2019-10-16,14313052244.0,6737237423.0,250474298.0,1807694164.0,17434260359.0,69269500.0,36229682.0,1192766014.0,2925315824.0,139155340.0
2019-10-17,15651592610.0,7566257807.0,208244557.0,1809664285.0,19250435708.0,60909633.0,39606481.0,1320439938.0,2683486531.0,105032862.0
2019-10-18,13797825640.0,6551453871.0,211728668.0,1768492071.0,17298548068.0,69804524.0,40431591.0,1162614339.0,2453091268.0,85270342.0
2019-10-19,15504249442.0,6801091120.0,225458859.0,1804228003.0,19329244106.0,73744712.0,33137956.0,1366308264.0,2612273453.0,86836834.0
2019-10-20,15868748866.0,6815820627.0,188130463.0,1609355490.0,19359959756.0,82888436.0,36963296.0,1658436725.0,2727253951.0,174716569.0
2019-10-21,16803377857.0,6990951966.0,234929207.0,1632212674.0,20074662023.0,75521553.0,39376929.0,1475891269.0,2490194232.0,172462583.0
2019-10-22,21942878958.0,9624925919.0,201092098.0,2172985938.0,28104432431.0,79141247.0,48257598.0,1844311891.0,3077488277.0,190350548.0
2019-10-23,16268708849.0,7300917537.0,200253301.0,1638078551.0,22266038845.0,81190106.0,49800738.0,1752820854.0,2650862714.0,175558916.0
2019-10-24,28705065488.0,10358594018.0,344418868.0,2486979029.0,37383241390.0,98533278.0,80455621.0,3309084358.0,3770902916.0,210307337.0
2019-10-25,44496255609.0,13831784986.0,292124012.0,3122465894.0,53509128965.0,118574429.0,122861125.0,3875753112.0,5234627157.0,231729603.0
2019-10-26,32593129501.0,10815941952.0,292948855.0,2237941946.0,40519447549.0,99551356.0,122643093.0,3228198618.0,4218140032.0,135864814.0
2019-10-28,30948255332.0,10406734124.0,337867337.0,2061536473.0,38665694771.0,92231650.0,101906301.0,3107818242.0,3793848576.0,157224840.0
2019-10-29,28426779937.0,10622761958.0,317609149.0,2125813360.0,35047512730.0,84394749.0,83357024.0,4123613696.0,3582210705.0,109381921.0
2019-10-30,27706531577.0,10484902804.0,250293832.0,1883224296.0,32807890269.0,88132224.0,87541890.0,3583344209.0,3387114095.0,101740209.0
2019-10-31,26583653947.0,9607939606.0,250225840.0,1666132252.0,30727310848.0,72101942.0,65333067.0,2933178100.0,3165801278.0,118140976.0
2019-11-01,24324691031.0,9145611130.0,198377285.0,1572251058.0,27864589885.0,78282711.0,60880837.0,2375427805.0,3425154368.0,118225225.0
2019-11-02,21242676385.0,8087991830.0,273890078.0,1460243469.0,23973071925.0,63232423.0,47127524.0,2353771063.0,3353942166.0,88544063.0
2019-11-03,21132220847.0,8760247744.0,257571666.0,1381510371.0,24597499287.0,57894711.0,38559537.0,2598715593.0,3259935586.0,106456374.0
2019-11-04,26170255634.0,10551917945.0,296502530.0,1647597869.0,30710349697.0,64040500.0,62120503.0,2478124574.0,4164854559.0,122384989.0
2019-11-05,26198609048.0,10024177342.0,263685442.0,1964177330.0,30721581637.0,78458702.0,82868890.0,2269171137.0,4725921529.0,119153856.0
2019-11-06,23133895765.0,10156458684.0,241489968.0,1790567871.0,28578448466.0,88212203.0,71743244.0,2418826077.0,3755244863.0,152746471.0
2019-11-07,22700383839.0,9081247799.0,222003636.0,2430065390.0,27694410589.0,97141368.0,63525683.0,2183103768.0,3557191963.0,139483618.0
2019-11-08,24333037836.0,9176780911.0,184596047.0,2026687432.0,28749114086.0,88039087.0,70275428.0,2226108792.0,3414910991.0,133302910.0
2019-11-09,17578630606.0,7277418704.0,176812608.0,1449652131.0,20459420156.0,93120071.0,41365742.0,1689515654.0,2849228741.0,152872881.0
2019-11-10,20587919881.0,8752784211.0,239714468.0,1557437413.0,24552202767.0,96734959.0,71691725.0,2125907737.0,3611586094.0,145643657.0
2019-11-11,20265510765.0,7877424106.0,209454454.0,1437677669.0,23739145075.0,84608148.0,57846910.0,1873466817.0,3033016472.0,94732322.0
2019-11-12,20309769107.0,7792186666.0,227650068.0,1404766289.0,23449537112.0,72506822.0,79520150.0,1840497856.0,3333604208.0,148585749.0
2019-11-13,17545755405.0,7343173596.0,252296146.0,1278922350.0,20071939197.0,80974477.0,42332678.0,1555824951.0,3094050321.0,209362104.0
2019-11-14,19084739975.0,7872664470.0,237992230.0,1264478184.0,21911169228.0,77359949.0,53295194.0,1835340820.0,3040274519.0,198792071.0
2019-11-15,21796856471.0,8815678477.0,225530775.0,1548251349.0,25291395573.0,78888251.0,81592975.0,1918658721.0,3195878562.0,157665192.0
2019-11-16,16495389808.0,6789888120.0,211016746.0,1195333401.0,18225904912.0,71531457.0,61781146.0,1481946683.0,2841793395.0,95813206.0
2019-11-17,18668638897.0,7364325471.0,224982344.0,1273573229.0,20418489157.0,74498787.0,74834540.0,1565942482.0,3215100478.0,99099080.0
2019-11-18,21579470673.0,7787662111.0,224380017.0,1452996115.0,24102161964.0,72521449.0,106595679.0,2115048013.0,3131873188.0,126598447.0
2019-11-19,21083613816.0,7536699743.0,206923366.0,1420685334.0,23104090327.0,85557575.0,91311583.0,2131441345.0,3030389859.0,174284233.0
2019-11-20,20764300437.0,7205785149.0,210091849.0,1319069498.0,22255938426.0,77286260.0,69854304.0,1805761006.0,2858714058.0,167970679.0
2019-11-21,22514243371.0,8546371325.0,228429806.0,1586333624.0,26004738831.0,95999426.0,67101708.0,2401952813.0,3158748317.0,167317924.0
2019-11-22,34242315785.0,12020749863.0,341456274.0,2012230945.0,39068899485.0,109619351.0,93310136.0,3382940612.0,3734545939.0,201718065.0
2019-11-23,21008924418.0,8289198330.0,255961052.0,1480512363.0,24605070720.0,112247814.0,58979321.0,2407778555.0,2746902870.0,149356394.0
2019-11-24,30433517289.0,7782769098.0,232363837.0,2932397174.0,25990545761.0,101469803.0,62998664.0,2128845957.0,2709705879.0,149929050.0
2019-11-25,42685231262.0,10962753356.0,242510343.0,9415068271.0,33648447519.0,129591062.0,96694224.0,2401604928.0,3408224795.0,170091780.0
2019-11-26,21129505542.0,7648516297.0,205893351.0,1322723640.0,23545460689.0,100273990.0,57431470.0,1808857014.0,2659405400.0,143568310.0
2019-11-27,23991412764.0,8778095308.0,255021618.0,1608881984.0,27416693309.0,100345294.0,76841561.0,1963457159.0,2979663352.0,149542925.0
2019-11-28,19050116751.0,7346531960.0,194516396.0,1244175231.0,21502793846.0,97959428.0,60743403.0,1391327826.0,2662459127.0,146006115.0
2019-11-29,19709695456.0,7503898278.0,250074235.0,1325761774.0,22304763156.0,97859845.0,99506198.0,1475684082.0,2944492393.0,160656952.0
2019-11-30,17158194786.0,6565950868.0,213428131.0,1160032624.0,19145198648.0,89565611.0,64184926.0,1309092627.0,2678481167.0,123021580.0
2019-12-01,18720708479.0,7102780298.0,203268417.0,1176237060.0,21027847332.0,77007809.0,59641355.0,1260404762.0,2781413686.0,136819693.0
2019-12-02,17082040706.0,6670561362.0,200809249.0,1187513777.0,19093390526.0,66782510.0,43069274.0,1164376888.0,2680452035.0,116492201.0
2019-12-03,14797485769.0,6204379850.0,219927266.0,1017648495.0,16691088420.0,62508732.0,34356883.0,1072206668.0,2557212174.0,109854018.0
2019-12-04,21664240918.0,7865937094.0,237605471.0,1427312577.0,24761899935.0,73151442.0,51692274.0,1441054845.0,2951880019.0,145162286.0
2019-12-05,18816085231.0,6745910228.0,255410908.0,1424294121.0,21171449599.0,66757792.0,39975672.0,1198480068.0,2818768679.0,126219927.0
2019-12-06,18104466307.0,6458766441.0,236694082.0,1253702621.0,19022188750.0,66932958.0,30049656.0,1119431926.0,2585078804.0,113399318.0
2019-12-07,15453520564.0,5911233284.0,242693199.0,1073561928.0,16402700924.0,62933099.0,30151245.0,1042909181.0,2380335463.0,88418201.0
2019-12-08,15409908086.0,6441727252.0,223721643.0,1117646358.0,16556799286.0,55442239.0,25653004.0,1048971273.0,2266427857.0,103114465.0
2019-12-09,17872021272.0,6744206747.0,209955476.0,1241659373.0,19283208376.0,62696753.0,31176739.0,1168994670.0,2473452708.0,147696805.0
2019-12-10,18249031195.0,6859512025.0,192615787.0,1191690782.0,19145357481.0,69802464.0,32469759.0,1171037352.0,2349745528.0,218763851.0
2019-12-11,16350490689.0,7037180049.0,170909631.0,1072062152.0,19625934979.0,64108062.0,46812214.0,1091099892.0,2507211954.0,138162558.0
2019-12-12,18927080224.0,7890383413.0,165964330.0,1287697362.0,21128996533.0,66238690.0,41806143.0,1276162238.0,2740797932.0,142758973.0
2019-12-13,17125736940.0,7264810247.0,177476227.0,1252707498.0,19588662449.0,65851726.0,42557714.0,1255832120.0,2766557274.0,117843001.0
2019-12-14,17137029730.0,7048066973.0,173092733.0,1078990952.0,19018920700.0,71849717.0,39951085.0,1248149986.0,2721787991.0,105295566.0
2019-12-15,16881129804.0,7235153411.0,167670329.0,1171149673.0,19575469230.0,66491990.0,28289227.0,1364339247.0,2668105124.0,114518248.0
2019-12-16,20213265950.0,8992282119.0,178952097.0,1486338425.0,23894286942.0,68370095.0,41961581.0,1613646363.0,3046141449.0,97454140.0
2019-12-17,22363804217.0,9057166141.0,186995962.0,2059426123.0,28074801122.0,85349928.0,54217973.0,1772467634.0,3283924746.0,172213180.0
2019-12-18,31836522778.0,11864518321.0,234697405.0,2136022808.0,36156312247.0,98147109.0,61099755.0,2471323830.0,3845534650.0,209932252.0
2019-12-19,25904604416.0,9564699140.0,174965245.0,1588179338.0,30032554753.0,79064574.0,43861871.0,2025407707.0,3173676635.0,150914459.0
2019-12-20,22633815180.0,8173594150.0,203861105.0,1765470385.0,27492020303.0,67083802.0,32935799.0,1409786653.0,2778859161.0,124354682.0
2019-12-21,19312552168.0,7449064703.0,192827533.0,1208597753.0,22141256341.0,66682998.0,25280467.0,1267951911.0,2655178488.0,88336767.0
2019-12-22,23134537956.0,9121058481.0,204111890.0,1261599021.0,26913344236.0,70976748.0,24856106.0,1549039085.0,3141032976.0,120076955.0
2019-12-23,27831788041.0,9622497693.0,159105887.0,1402992086.0,31988935316.0,77708509.0,36538150.0,1744349961.0,3163414128.0,130569408.0
2019-12-24,22991622105.0,7961819689.0,177372409.0,1255576963.0,27906575904.0,71860410.0,30932186.0,1514958689.0,2860933776.0,131772813.0
2019-12-25,21559505149.0,8418019054.0,152718120.0,1140140919.0,24502862889.0,79207264.0,19588981.0,1671819392.0,2773383486.0,86020952.0
2019-12-26,22787010034.0,8600871980.0,157660620.0,1177534639.0,27081119738.0,71906467.0,28317661.0,1309782083.0,2848923906.0,79180350.0
2019-12-27,22777360996.0,8299390176.0,164413385.0,1151157499.0,26617288047.0,75486740.0,42498574.0,2017127633.0,2949759036.0,74031488.0
2019-12-28,21365673026.0,8069298610.0,197525901.0,1168758140.0,25847515455.0,64539193.0,23018616.0,1909698747.0,3260638656.0,53567273.0
2019-12-29,22445257702.0,9708776786.0,225354585.0,1176573822.0,26657374932.0,67109832.0,23696263.0,1856273467.0,3573796558.0,53574998.0
2019-12-30,22874131672.0,9796951716.0,187275635.0,1247499610.0,27104097511.0,73171188.0,21940559.0,1804979491.0,3330795171.0,57136151.0
2019-12-31,21167946112.0,8936866397.0,166278254.0,1116761075.0,24214120056.0,69469785.0,25320349.0,1713535483.0,3015923778.0,58903187.0
2020-01-01,18565664997.0,7935230330.0,172980718.0,1041134003.0,21503143454.0,51180941.0,22948374.0,1456113692.0,2782992323.0,69723037.0
2020-01-02,20802083465.0,8032709256.0,156376427.0,1085351426.0,24212314977.0,65071106.0,20843934.0,1432801807.0,2759827139.0,52729126.0
2020-01-03,28111481032.0,10476845358.0,173683857.0,1270017043.0,32420287856.0,62619988.0,30162644.0,2644279656.0,3260961326.0,61298048.0
2020-01-04,18444271275.0,7430904515.0,182230374.0,999331594.0,21585629320.0,94227582.0,29535781.0,1861485049.0,2843192897.0,49108150.0
2020-01-05,19725074095.0,7526675353.0,202552703.0,1168067557.0,24090142146.0,52631740.0,21479178.0,1681830248.0,3017148033.0,55235942.0
2020-01-06,23276261598.0,9093747121.0,224800409.0,2301679290.0,29460474864.0,54562409.0,37988444.0,2328224536.0,3349237768.0,80941179.0
2020-01-07,28767291327.0,9257954672.0,191948560.0,2237698314.0,32765511976.0,52767343.0,51562680.0,2234914578.0,3611521907.0,140921324.0
2020-01-08,31672559265.0,9387194957.0,183632222.0,1782128652.0,35175740304.0,77251526.0,49193345.0,2424659797.0,3633957130.0,192821111.0
2020-01-09,24045990466.0,7697325348.0,169699829.0,1341130889.0,28026673217.0,70690571.0,26562776.0,1908677851.0,2986327757.0,109938413.0
2020-01-10,28714583844.0,9084816203.0,200173072.0,1693646276.0,34207037022.0,87683356.0,47483943.0,2986773814.0,3808140302.0,109888554.0
2020-01-11,25521165085.0,9332208590.0,201663503.0,1655817070.0,31049760361.0,94203409.0,63485488.0,2487051623.0,3915781115.0,107902217.0
2020-01-12,22903438381.0,8528167453.0,231150158.0,1496128430.0,27250055613.0,79426215.0,56546260.0,2168514332.0,3858852964.0,87342008.0
2020-01-13,22482910688.0,8378529470.0,211785744.0,1321442559.0,26468468000.0,83849846.0,56296775.0,1884541173.0,3336204744.0,78803227.0
2020-01-14,44841784107.0,16712318373.0,299316969.0,2639844916.0,57687160761.0,128635383.0,125280206.0,6618289058.0,5729547956.0,135612258.0
2020-01-15,40102834650.0,15173694057.0,380806616.0,2590278224.0,49045902728.0,128940321.0,111350540.0,5240635087.0,5070738793.0,149371800.0
2020-01-16,31313981931.0,13735193018.0,260423404.0,2066952513.0,40752742739.0,98124199.0,76686221.0,3652947113.0,4347723835.0,143515776.0
2020-01-17,36372139320.0,14997091826.0,347229168.0,2418043081.0,47263851458.0,117752841.0,106282894.0,5128628377.0,5067456613.0,257924221.0
2020-01-18,32337772627.0,14929342256.0,257317647.0,2391157804.0,43805026250.0,108133943.0,89192476.0,6041778648.0,4426051530.0,167529444.0
2020-01-19,34217320471.0,13713374132.0,266285621.0,2211717302.0,42680566067.0,108085147.0,91187159.0,4458226713.0,4197776579.0,175287789.0
2020-01-20,26422375678.0,11144529787.0,245125919.0,1723535818.0,33079894466.0,92022277.0,70100648.0,3361586387.0,3306438947.0,149645626.0
2020-01-21,24097418512.0,9789369362.0,295922233.0,1701652845.0,31080893275.0,84321565.0,95915865.0,2658918440.0,3130143642.0,118493954.0
2020-01-22,22600204051.0,9209827928.0,237634401.0,1517150861.0,29749248330.0,82852580.0,67145740.0,2468426687.0,3076205980.0,97214236.0
2020-01-23,25770680779.0,10396868698.0,221009513.0,1600294983.0,33631459310.0,91866620.0,75034253.0,2722405196.0,3348002983.0,128284126.0
2020-01-24,24397913026.0,10657671162.0,213341615.0,1706347379.0,33356108238.0,86865882.0,77503651.0,3346887042.0,3532776556.0,121390827.0
2020-01-25,19647331549.0,8256956802.0,208315919.0,1373179560.0,26340299495.0,82421399.0,57389976.0,2169791084.0,2938756558.0,96793337.0
2020-01-26,22177678796.0,9261861590.0,248646036.0,1583964764.0,29121614731.0,73458474.0,62759585.0,3192088890.0,3283750798.0,101906615.0
2020-01-27,28647338393.0,11004476145.0,227584506.0,1722593699.0,37771545362.0,89023414.0,97006750.0,4123924761.0,3832184228.0,125100879.0
2020-01-28,34398744403.0,11772875064.0,257579475.0,2052700894.0,44123906993.0,91528771.0,207996791.0,3916343793.0,4220742210.0,130829516.0
2020-01-29,30682598115.0,10725267311.0,221674739.0,1883265674.0,42323320108.0,80676219.0,187136958.0,3987047015.0,3894445882.0,166469457.0
2020-01-30,32378792851.0,12604789338.0,264686498.0,2125017678.0,43624728074.0,83967914.0,153009928.0,4055518921.0,6042169957.0,189044589.0
2020-01-31,29432489719.0,11728616394.0,245035922.0,1892170752.0,40496855325.0,76519295.0,130754832.0,3667538280.0,5718104791.0,132881059.0
2020-02-01,25922656496.0,11569697182.0,238461925.0,1592451417.0,34763069931.0,78730830.0,110646744.0,3218496040.0,6009767449.0,121185567.0
2020-02-02,30835736946.0,14054425389.0,256209045.0,2477130012.0,40560625161.0,91552515.0,161454527.0,3246254490.0,5482993030.0,135278751.0
2020-02-03,30934096509.0,12392875241.0,227749150.0,2156814065.0,39849489336.0,78856631.0,106658349.0,3410323023.0,4965069690.0,128902317.0
2020-02-04,29893183716.0,11714191695.0,213533737.0,2900951896.0,36950713371.0,89790002.0,108933031.0,3143637424.0,4449652117.0,134721884.0
2020-02-05,35222060874.0,14865434435.0,301486499.0,3332447611.0,46504757742.0,105741619.0,138149931.0,5289083000.0,5169585841.0,157306879.0
2020-02-06,37628823716.0,16425589683.0,394704716.0,3079150333.0,46549174003.0,108711614.0,136652023.0,4860546337.0,5463272394.0,165611492.0
2020-02-07,34522718159.0,16673443564.0,485529457.0,2372731517.0,42966951015.0,130273878.0,132154530.0,4461219818.0,5051951258.0,380527539.0
2020-02-08,35172043762.0,16741203125.0,376067881.0,2380993304.0,44251729422.0,203803814.0,135969080.0,4419573713.0,5496860399.0,305697106.0
2020-02-09,35807884663.0,15031356241.0,523664695.0,2343599758.0,44977724508.0,218861527.0,137945919.0,4503926958.0,5145711108.0,227524199.0
2020-02-10,39386548075.0,16210008511.0,730144278.0,2403459577.0,48784184264.0,195582003.0,137083309.0,4615609704.0,5373709984.0,232733529.0
2020-02-11,37648059389.0,16964695963.0,567226060.0,2383677083.0,46001561028.0,169747135.0,203550299.0,4555794105.0,4742120918.0,388126746.0
2020-02-12,43444303830.0,24545049386.0,492328618.0,4092541037.0,54829582150.0,181406960.0,220517194.0,5045367008.0,5701884854.0,455111359.0
2020-02-13,49356071373.0,25801317504.0,463998187.0,6473779289.0,63588479574.0,168543942.0,251519041.0,5008241277.0,6579062946.0,336049071.0
2020-02-14,43338264162.0,23558253463.0,471534694.0,4476902769.0,54698567058.0,140849233.0,183283803.0,5065237281.0,5382846670.0,416798319.0
2020-02-15,43865054831.0,23682452994.0,454859713.0,4282439063.0,57250318373.0,144726029.0,190925361.0,5190427957.0,5612667760.0,498446606.0
2020-02-16,43374780305.0,25152366643.0,471225913.0,4025339058.0,60160518246.0,149831933.0,206918460.0,5449550841.0,6186098306.0,640799699.0
2020-02-17,45998298413.0,26024080089.0,418783808.0,3690067847.0,63038607545.0,149622002.0,198079706.0,6803728992.0,5593944695.0,529297131.0
2020-02-18,47271023953.0,26511477187.0,392689678.0,3719318846.0,60616752516.0,144188844.0,184674402.0,5886874448.0,5600214717.0,431990469.0
2020-02-19,46992019710.0,22679414413.0,298250332.0,3096501889.0,54920030584.0,136889052.0,166141953.0,4542003340.0,5298677185.0,415141905.0
2020-02-20,44925260237.0,23229828870.0,358656850.0,3138024579.0,55986244963.0,187866681.0,201763470.0,6890851156.0,5500324693.0,404800386.0
2020-02-21,40930547513.0,20867593292.0,396181352.0,2626495845.0,47618138884.0,157652567.0,180464941.0,4836161572.0,5579449656.0,339638604.0
2020-02-22,35838025154.0,16906032862.0,328794302.0,2190665842.0,41243330013.0,156145895.0,132866697.0,3527159322.0,5547090434.0,303556869.0
2020-02-23,41185185761.0,19585998814.0,439036993.0,2313819448.0,47448629411.0,180747902.0,190486307.0,4162646980.0,5702486428.0,299278626.0
2020-02-24,45080496648.0,22400845640.0,357640680.0,2472100400.0,56599226979.0,159143744.0,203582108.0,4914188970.0,6355612214.0,343314668.0
2020-02-25,42515259129.0,21878882134.0,356163893.0,2590099692.0,55034243501.0,178541404.0,178219320.0,4606854507.0,5755711246.0,340819809.0
2020-02-26,50420050762.0,26235617201.0,443909390.0,3273784862.0,68910958735.0,201370789.0,207080423.0,6763748571.0,6518313483.0,505501668.0
2020-02-27,45470195695.0,25645522790.0,406092296.0,2775673347.0,61401185853.0,162813946.0,158104507.0,5287840793.0,5649302854.0,492056386.0
2020-02-28,44605450443.0,22563530559.0,461435237.0,2468502732.0,56902235264.0,153544453.0,153965237.0,5138037107.0,5266399749.0,506674282.0
2020-02-29,35792392544.0,18181296376.0,584219366.0,2061348763.0,44948749121.0,146635830.0,94074240.0,3835560261.0,4168117352.0,452201071.0
2020-03-01,35349164300.0,18179807469.0,380913102.0,2086828072.0,45828960109.0,162437207.0,96716581.0,4048910843.0,4317287191.0,423505999.0
2020-03-02,42857674409.0,20305587789.0,428747453.0,2466061224.0,67439071909.0,165788612.0,106582073.0,19808528742.0,5309970238.0,437170132.0
2020-03-03,42386715821.0,19853178572.0,355662760.0,2524293730.0,50681960308.0,174988479.0,117373434.0,29574589033.0,5412760345.0,518469329.0
2020-03-04,34746706368.0,16567075208.0,363898093.0,2280839542.0,48605279710.0,144601436.0,136505373.0,10228558602.0,4429853608.0,662474676.0
2020-03-05,39698054597.0,18201291785.0,424802925.0,2299594699.0,49920180590.0,104912777.0,112291734.0,4756771998.0,4712202709.0,542142056.0
2020-03-06,40826885651.0,19374772256.0,449180749.0,2423236344.0,49389801062.0,100268192.0,100834829.0,4856222089.0,4766934524.0,384700765.0
2020-03-07,36216930370.0,19431652027.0,337204407.0,2109420975.0,46199415513.0,88138038.0,90448414.0,3875979762.0,4258036532.0,375742253.0
2020-03-08,39973102121.0,21381823651.0,365362955.0,2627253062.0,54758243672.0,101738284.0,111437013.0,4940601444.0,4523736331.0,554855517.0
2020-03-09,46936995808.0,23645428606.0,417649798.0,2796925948.0,63879966769.0,137033008.0,125578007.0,5692575812.0,5097423294.0,751627574.0
2020-03-10,42213940994.0,18344930072.0,360300206.0,2317233373.0,51217843378.0,115431584.0,103411534.0,4070679142.0,3945792927.0,531064759.0
2020-03-11,38682762605.0,16984790291.0,288383091.0,2130165442.0,47108137900.0,107425626.0,103084587.0,3633629631.0,3807551814.0,464691611.0
2020-03-12,53980357243.0,22134741655.0,444641540.0,3547958418.0,74550564419.0,167892774.0,179944370.0,5267287206.0,5417383296.0,678674595.0
2020-03-13,74156772075.0,27864623061.0,681143272.0,5160523077.0,99315334323.0,218676976.0,202296978.0,7430982761.0,7552238198.0,905688605.0
2020-03-14,36154506008.0,12740784545.0,301943026.0,2310448365.0,48327975513.0,113389101.0,65051356.0,3542066431.0,3270465986.0,448070726.0
2020-03-15,33997889639.0,12719251813.0,336142093.0,2197842519.0,43945453268.0,119811060.0,67311254.0,3000089521.0,3434485463.0,440244557.0
