Date,Open,High,Low,Close,Volume,ret
2019-04-10,3234.54,3376.33,3217.61,3293.51,35823681536.0,0.01805193641019942
2019-04-11,3293.62,3311.92,2956.46,3049.91,39234572288.0,-0.07396364365069497
2019-04-12,3048.82,3109.54,2945.21,3062.32,30766893056.0,0.004068972527058179
2019-04-13,3061.8,3111.03,3013.15,3057.58,24649738240.0,-0.0015478460774838165
2019-04-14,3057.25,3150.82,3009.25,3125.8,23662430208.0,0.022311762897454956
2019-04-15,3126.08,3193.13,2990.17,3047.47,29369868288.0,-0.02505918484867886
2019-04-16,3047.51,3150.63,3006.28,3131.96,25929433088.0,0.02772463715803619
2019-04-17,3131.65,3178.32,3073.0,3125.99,27066077184.0,-0.0019061546124472528
2019-04-18,3125.98,3232.06,3106.87,3186.61,30246842368.0,0.01939225653313037
2019-04-19,3186.79,3231.46,3109.28,3187.75,30201165824.0,0.0003577469473829975
2019-04-20,3188.34,3233.19,3137.76,3182.93,28149633024.0,-0.0015120382715081426
2019-04-21,3182.69,3211.7,3037.28,3107.37,30246002688.0,-0.023739133439943716
2019-04-22,3106.41,3173.27,3059.78,3131.2,30411165696.0,0.007668864666904751
2019-04-23,3131.33,3237.64,3079.0,3122.51,34397810688.0,-0.0027752938170667596
2019-04-24,3121.35,3147.48,2918.87,2998.11,38023151616.0,-0.03983974430826487
2019-04-25,2998.57,3057.94,2822.69,2842.6,32844027904.0,-0.05186934435360946
2019-04-26,2845.36,2942.19,2781.85,2887.13,35633602560.0,0.015665236051502163
2019-04-27,2887.38,2938.74,2849.91,2897.02,26971803648.0,0.003425547169680465
2019-04-28,2898.49,2938.76,2850.46,2880.58,26349191168.0,-0.005674796860221876
2019-04-29,2880.82,2915.96,2778.58,2815.76,29362604032.0,-0.02250241270855169
2019-04-30,2816.82,2958.6,2797.74,2941.74,31095259136.0,0.04474102906497701
2019-05-01,2941.64,2995.18,2898.58,2945.89,29466257408.0,0.0014107297041887623
2019-05-02,2946.39,3010.18,2914.15,2971.42,30771570688.0,0.008666311369399438
2019-05-03,2970.95,3134.02,2945.19,3077.63,38900330496.0,0.035743853107268686
2019-05-04,3076.8,3145.68,2951.61,3028.84,36960157696.0,-0.0158531077484948
2019-05-05,3029.05,3053.54,2956.57,3000.2,30622609408.0,-0.009455765243459702
2019-05-06,2999.25,3053.36,2895.31,3000.12,34338390016.0,-2.666488900737729e-05
2019-05-07,2998.55,3107.99,2952.99,2974.17,37726265344.0,-0.008649654013839436
2019-05-08,2974.79,3041.64,2919.08,3014.22,31478046720.0,0.013465941758540989
2019-05-09,3014.8,3070.8,2909.09,2967.8,32848889856.0,-0.015400335741916571
2019-05-10,2968.41,3093.86,2923.94,3047.74,39101452288.0,0.026935777343486622
2019-05-11,3048.17,3532.85,3034.77,3416.69,61953961984.0,0.12105691430371368
2019-05-12,3418.09,3535.48,3212.97,3287.15,57865752576.0,-0.03791388741735424
2019-05-13,3287.5,3647.05,3256.39,3527.86,56832196608.0,0.07322756795400265
2019-05-14,3527.1,3866.79,3479.72,3778.44,68709609472.0,0.07102889570447801
2019-05-15,3779.04,4188.74,3746.49,4161.25,64478298112.0,0.10131429902287725
2019-05-16,4156.93,4417.2,3889.55,4047.62,79451021312.0,-0.02730669870832081
2019-05-17,4048.36,4096.82,3557.96,3780.24,68584812544.0,-0.06605857269210058
2019-05-18,3784.33,3864.53,3667.83,3722.32,46427103232.0,-0.015321778511417139
2019-05-19,3721.05,4181.95,3703.77,4132.44,56285646848.0,0.11017859829353727
2019-05-20,4132.99,4140.96,3837.56,3999.09,50872324096.0,-0.03226907105729293
2019-05-21,3998.5,4211.82,3916.51,4084.79,52239020032.0,0.021429875296629985
2019-05-22,4083.58,4146.62,3848.9,3889.29,50200940544.0,-0.04786047752760847
2019-05-23,3886.62,3991.89,3746.0,3956.5,49301377024.0,0.017280789038616406
2019-05-24,3956.42,4137.09,3898.43,4027.23,52951330816.0,0.017876911411601082
2019-05-25,4029.64,4122.16,3983.66,4045.36,45092900864.0,0.004501853631404318
2019-05-26,4045.16,4345.24,3951.53,4306.27,54088302592.0,0.06449611406648614
2019-05-27,4306.34,4571.91,4272.21,4480.98,63924547584.0,0.040571074270772334
2019-05-28,4477.65,4566.9,4354.73,4485.14,54670770176.0,0.0009283683479954785
2019-05-29,4484.19,4680.13,4296.52,4583.12,52830375936.0,0.021845471936216
2019-05-30,4580.69,4888.16,4254.57,4366.28,67925254144.0,-0.04731274764789051
2019-05-31,4367.01,4593.91,4259.95,4575.48,56823283712.0,0.04791263959251357
2019-06-01,4576.13,4666.48,4448.88,4534.57,51852570624.0,-0.008941138416078687
2019-06-02,4537.56,4711.44,4508.66,4640.73,45913194496.0,0.023411260604643935
2019-06-03,4639.77,4721.17,4316.29,4369.32,51060854784.0,-0.058484333283772116
2019-06-04,4367.38,4396.75,3993.91,4121.09,55020482560.0,-0.05681204397938344
2019-06-05,4122.32,4252.75,4046.39,4174.02,47423909888.0,0.012843689412267212
2019-06-06,4172.22,4267.91,3981.67,4190.64,43719831552.0,0.003981772967067698
2019-06-07,4190.88,4375.56,4145.67,4295.4,43901296640.0,0.0249985682377869
2019-06-08,4295.07,4348.73,4152.6,4237.17,38251642880.0,-0.013556362620477658
2019-06-09,4234.93,4260.06,3981.38,4057.97,38273400832.0,-0.04229237911152972
2019-06-10,4056.5,4293.6,3994.74,4260.21,42933903360.0,0.04983772674514597
2019-06-11,4262.77,4306.03,4111.08,4229.9,39077101568.0,-0.007114672750873852
2019-06-12,4231.42,4422.46,4186.11,4377.27,43501285376.0,0.034840067141067355
2019-06-13,4376.4,4493.91,4291.76,4370.64,43284729856.0,-0.0015146426882509667
2019-06-14,4369.31,4494.79,4250.43,4448.03,43701510144.0,0.017706788937089213
2019-06-15,4448.59,4566.13,4402.32,4519.08,41164406784.0,0.015973363489005354
2019-06-16,4517.51,4705.91,4471.99,4574.6,49757097984.0,0.01228568646715722
2019-06-17,4573.09,4770.89,4545.77,4687.28,34611671040.0,0.024631661784636716
2019-06-18,4688.07,4731.06,4495.83,4564.9,35674181632.0,-0.026108958713795705
2019-06-19,4565.11,4678.65,4540.22,4629.44,31974526976.0,0.014138316282941599
2019-06-20,4629.3,4709.12,4512.63,4630.64,37317537792.0,0.0002592106172669695
2019-06-21,4630.6,4873.01,4620.14,4833.63,44676567040.0,0.04383627317174299
2019-06-22,4840.43,5315.27,4805.61,5102.6,64521740288.0,0.05564555003175675
2019-06-23,5102.07,5283.97,4999.02,5074.05,45719089152.0,-0.005595186767530347
2019-06-24,5074.99,5177.48,4940.63,5122.33,42416123904.0,0.009515081640898204
2019-06-25,5124.07,5347.35,5025.16,5270.41,52092190720.0,0.02890871927423655
2019-06-26,5269.07,5776.57,5064.97,5374.46,88848457728.0,0.019742297088841232
2019-06-27,5377.3,5476.35,4462.64,4715.26,78067924992.0,-0.12265418293186658
2019-06-28,4715.88,5112.46,4636.1,5063.63,66326777856.0,0.07388139784444547
2019-06-29,5063.96,5189.29,4788.9,5108.19,59439923200.0,0.00880001105925965
2019-06-30,5157.45,5242.2,4675.46,4692.76,55063597056.0,-0.0813262623355826
2019-07-01,4686.84,4894.24,4459.26,4716.5,57930739712.0,0.005058856621689589
2019-07-02,4715.43,4814.9,4369.24,4696.95,59475488768.0,-0.004145022792324871
2019-07-03,4699.88,4981.09,4672.87,4946.88,56570327040.0,0.053211126369239636
2019-07-04,4947.28,5008.3,4679.92,4722.76,49254682624.0,-0.04530532375962215
2019-07-05,4721.29,4841.4,4623.98,4706.06,46666391552.0,-0.0035360678925034916
2019-07-06,4706.83,4906.81,4673.69,4742.59,41349365760.0,0.007762331971967962
2019-07-07,4744.78,4923.53,4699.11,4876.54,39412592640.0,0.028244060734746057
2019-07-08,4876.66,5068.89,4815.21,5004.93,45685944320.0,0.02632809327925134
2019-07-09,5005.25,5128.81,4889.37,4978.72,52089159680.0,-0.005236836479231455
2019-07-10,4978.77,5106.46,4556.74,4714.37,62755946496.0,-0.05309597647588138
2019-07-11,4712.66,4736.29,4222.25,4347.83,56330620928.0,-0.07774951902375082
2019-07-12,4350.29,4638.07,4258.67,4523.36,45473038336.0,0.04037186366532275
2019-07-13,4521.99,4552.25,4211.25,4355.81,39673974784.0,-0.037041049131618764
2019-07-14,4356.63,4386.46,3842.16,3859.37,44465975296.0,-0.11397191337546875
2019-07-15,3860.82,4071.3,3656.53,3990.74,50794414080.0,0.034039234382813754
2019-07-16,3990.28,4052.3,3433.38,3479.1,48052248576.0,-0.12820679873908092
2019-07-17,3475.34,3779.0,3375.01,3641.43,51164876800.0,0.046658618608260705
2019-07-18,3642.02,4014.89,3555.18,3963.23,50220457984.0,0.0883718758839247
2019-07-19,3961.65,4023.17,3792.96,3933.24,40874201088.0,-0.0075670602008968135
2019-07-20,3933.94,4211.52,3909.1,4092.82,40922681344.0,0.04057214916964136
2019-07-21,4094.42,4156.68,3931.12,4048.85,34579386368.0,-0.010743203952287228
2019-07-22,4048.69,4105.1,3850.27,3942.59,33329256448.0,-0.0262444891759388
2019-07-23,3943.36,3985.37,3734.3,3794.14,35887415296.0,-0.03765291344014987
2019-07-24,3791.29,3893.52,3654.53,3835.21,37448511488.0,0.010824587390027895
2019-07-25,3834.49,3946.87,3787.83,3835.03,33148706816.0,-4.69335447080832e-05
2019-07-26,3835.57,3895.95,3746.83,3871.59,29955065856.0,0.009533171839594567
2019-07-27,3871.86,3956.16,3644.69,3693.95,33647132672.0,-0.04588295764789152
2019-07-28,3695.59,3743.36,3566.8,3702.29,28353464320.0,0.0022577457734944684
2019-07-29,3701.3,3760.91,3644.64,3680.39,28345933824.0,-0.005915257853922884
2019-07-30,3686.77,3776.53,3625.68,3715.98,28164933632.0,0.009670170824287672
2019-07-31,3714.34,3870.23,3705.73,3844.03,32780539904.0,0.0344592812663147
2019-08-01,3843.53,3913.07,3747.55,3870.0,32620664832.0,0.006755930624890993
2019-08-02,3870.69,3948.76,3802.47,3856.95,33078007808.0,-0.0033720930232558066
2019-08-03,3857.48,3982.68,3837.16,3919.19,29818454016.0,0.01613710315145389
2019-08-04,3919.64,3981.74,3839.26,3929.38,30141927424.0,0.0026000270464050512
2019-08-05,3927.82,4178.02,3914.68,4092.47,43698995200.0,0.04150527564144979
2019-08-06,4094.53,4193.19,3873.69,3934.77,42051584000.0,-0.03853418595615843
2019-08-07,3935.17,4062.38,3877.23,3985.32,39081406464.0,0.012847002493157289
2019-08-08,3986.98,4043.19,3847.96,3958.54,35454009344.0,-0.006719661156444179
2019-08-09,3957.41,3987.23,3769.43,3821.75,35433922560.0,-0.03455566951451794
2019-08-10,3821.34,3909.95,3711.41,3784.36,34909794304.0,-0.009783476156211113
2019-08-11,3784.4,3925.07,3760.8,3889.66,31729184768.0,0.027825048356921567
2019-08-12,3890.47,3904.34,3797.64,3818.41,27854014464.0,-0.018317796414082488
2019-08-13,3819.37,3852.55,3675.04,3733.21,32014743552.0,-0.022312952249758378
2019-08-14,3731.45,3770.75,3383.78,3410.09,39492288512.0,-0.08655285933553158
2019-08-15,3411.39,3526.09,3258.38,3476.14,43941634048.0,0.019368990261253938
2019-08-16,3477.43,3517.04,3325.3,3448.7,37185454080.0,-0.007893813252630832
2019-08-17,3448.1,3492.15,3370.39,3429.68,27123515392.0,-0.005515121640038312
2019-08-18,3430.63,3587.39,3393.84,3533.6,27820646400.0,0.030300202934384624
2019-08-19,3534.49,3671.49,3501.56,3644.64,30807728128.0,0.03142404346841743
2019-08-20,3644.15,3660.91,3516.41,3563.69,30176968704.0,-0.02221069845032697
2019-08-21,3563.77,3576.83,3321.14,3396.78,37703127040.0,-0.04683628486203906
2019-08-22,3396.67,3511.51,3312.62,3460.43,35941216256.0,0.01873833454035867
2019-08-23,3460.01,3556.33,3422.35,3522.72,32383934464.0,0.018000653098025454
2019-08-24,3522.03,3544.88,3393.62,3467.1,30790502400.0,-0.015788935822319106
2019-08-25,3466.37,3527.89,3384.5,3432.52,28807843840.0,-0.009973753280839825
2019-08-26,3430.56,3548.5,3409.59,3472.95,36196700160.0,0.011778518406301952
2019-08-27,3473.32,3489.95,3377.29,3424.44,29747945472.0,-0.013967952317194277
2019-08-28,3427.61,3452.61,3194.84,3221.05,34985197568.0,-0.059393652684818554
2019-08-29,3221.82,3239.2,3067.83,3121.22,34972381184.0,-0.03099299917728704
2019-08-30,3122.83,3183.59,3075.82,3144.67,28135235584.0,0.0075130878310405436
2019-08-31,3144.62,3190.81,3093.04,3146.9,25518508032.0,0.0007091364117697285
2019-09-01,3147.12,3201.3,3101.3,3165.96,24723288064.0,0.0060567542661031926
2019-09-02,3166.37,3312.84,3132.26,3283.31,32751060992.0,0.03706616634448956
2019-09-03,3283.13,3379.32,3248.34,3323.23,36462747648.0,0.012158462039831841
2019-09-04,3323.31,3347.48,3241.79,3277.44,31279249408.0,-0.013778763431962271
2019-09-05,3276.29,3313.17,3207.69,3255.51,29074997248.0,-0.006691198008201504
2019-09-06,3255.54,3344.22,3157.4,3190.89,36034494464.0,-0.01984942451413152
2019-09-07,3192.16,3331.12,3171.71,3296.51,32564318208.0,0.03310048293736245
2019-09-08,3297.42,3386.32,3270.77,3340.43,30435997696.0,0.01332318118252318
2019-09-09,3341.35,3382.29,3234.15,3315.64,36261576704.0,-0.007421200264636552
2019-09-10,3314.17,3363.97,3224.88,3257.74,31192848384.0,-0.017462691968971322
2019-09-11,3259.11,3293.17,3167.37,3227.52,32433096704.0,-0.009276369507695503
2019-09-12,3227.88,3296.95,3173.05,3263.49,29908305920.0,0.011144779892920731
2019-09-13,3260.75,3298.84,3202.95,3261.2,28685676544.0,-0.0007017027783140506
2019-09-14,3260.73,3347.01,3229.99,3308.6,29756082176.0,0.014534527167913591
2019-09-15,3307.86,3359.86,3280.47,3319.13,27395829760.0,0.003182615003324729
2019-09-16,3318.86,3384.83,3267.64,3331.83,33321482240.0,0.003826303880836157
2019-09-17,3332.64,3492.75,3307.09,3429.58,37867134976.0,0.02933823154242554
2019-09-18,3427.16,3635.09,3412.1,3559.48,40081612800.0,0.037876358038010594
2019-09-19,3558.95,3613.63,3359.45,3542.36,45514326016.0,-0.004809691303224062
2019-09-20,3541.52,3569.53,3436.78,3496.69,34474496000.0,-0.012892534920222687
2019-09-21,3497.23,3531.2,3422.0,3446.24,31496476672.0,-0.01442793041419177
2019-09-22,3446.56,3459.41,3326.75,3382.81,30869479424.0,-0.01840556664654802
2019-09-23,3381.89,3413.62,3224.72,3234.75,33726269440.0,-0.04376834643388183
2019-09-24,3235.52,3283.72,2643.91,2745.47,54255919104.0,-0.1512574387510628
2019-09-25,2743.07,2860.77,2662.99,2780.23,46629199872.0,0.012660855882599353
2019-09-26,2780.23,2817.18,2575.8,2692.92,39050547200.0,-0.031403876657686625
2019-09-27,2692.23,2770.24,2625.06,2753.47,35146764288.0,0.022484886294431128
2019-09-28,2754.04,2784.61,2702.58,2751.63,29831997440.0,-0.0006682477019904765
2019-09-29,2752.21,2768.65,2643.82,2694.88,27789576192.0,-0.020624139146614873
2019-09-30,2680.25,2804.59,2608.12,2784.48,35302125568.0,0.03324823368758523
2019-10-01,2786.52,2865.74,2728.68,2771.21,33077694464.0,-0.004765701315865067
2019-10-02,2771.21,2812.25,2721.13,2801.43,27796875264.0,0.010904983743563301
2019-10-03,2800.96,2816.66,2701.22,2751.39,28247420928.0,-0.017862306036559916
2019-10-04,2751.44,2802.14,2715.51,2775.01,27801186304.0,0.008584751707318983
2019-10-05,2774.5,2793.51,2717.84,2765.12,25765830656.0,-0.0035639511208970243
2019-10-06,2764.97,2793.34,2691.38,2724.6,27291566080.0,-0.01465397523434786
2019-10-07,2723.39,2879.51,2692.77,2848.71,37498310656.0,0.045551640607795596
2019-10-08,2849.03,2905.66,2805.89,2856.95,32978917376.0,0.0028925373239114816
2019-10-09,2857.06,3006.7,2825.06,2976.1,40035565568.0,0.04170531510876985
2019-10-10,2974.25,2995.7,2877.9,2929.55,36678483968.0,-0.015641275494774898
2019-10-11,2929.88,2977.72,2829.44,2854.0,38750470144.0,-0.025788943694424082
2019-10-12,2853.91,2906.64,2823.13,2852.03,30717149184.0,-0.0006902592852137124
2019-10-13,2850.76,2928.26,2826.02,2869.24,29446606848.0,0.006034298376945468
2019-10-14,2869.0,2945.16,2851.0,2928.47,32049285120.0,0.020643097126765264
2019-10-15,2928.2,2959.06,2829.18,2861.69,33795221504.0,-0.02280371661652658
2019-10-16,2862.41,2886.83,2749.32,2800.85,34929225728.0,-0.021260164448280605
2019-10-17,2800.77,2882.53,2769.25,2857.95,31695050752.0,0.02038666833282754
2019-10-18,2857.54,2879.16,2754.87,2801.79,33976770560.0,-0.01965044874822852
2019-10-19,2800.9,2842.24,2771.55,2801.05,30185054208.0,-0.00026411686814498125
2019-10-20,2801.97,2880.41,2767.07,2857.29,32555239424.0,0.02007818496635183
2019-10-21,2858.06,2916.87,2826.26,2885.37,33937250304.0,0.009827493884065008
2019-10-22,2885.32,2927.47,2822.99,2834.7,34943627264.0,-0.017561006040819782
2019-10-23,2834.63,2851.03,2593.19,2657.48,44832075776.0,-0.06251807951458699
2019-10-24,2657.93,2724.53,2623.63,2689.72,35004047360.0,0.01213179403043485
2019-10-25,2691.43,3049.7,2667.3,3020.48,57405005824.0,0.12297190785657985
2019-10-26,3021.28,3303.99,2938.53,3062.32,81716273152.0,0.013852102977010228
2019-10-27,3063.74,3272.16,3000.82,3194.03,63838339072.0,0.04300987486611452
2019-10-28,3195.78,3339.98,3107.59,3152.66,60988080128.0,-0.012952289114379067
2019-10-29,3151.08,3290.8,3131.13,3230.89,57890111488.0,0.024813966618664862
2019-10-30,3231.04,3275.94,3094.73,3168.46,55363563520.0,-0.019322849122068497
2019-10-31,3167.95,3245.62,3079.28,3161.94,51255185408.0,-0.002057782013975218
2019-11-01,3160.98,3200.68,3110.48,3174.05,47663284224.0,0.0038299271965944737
2019-11-02,3174.46,3242.82,3158.21,3207.37,42865975296.0,0.010497629211890125
2019-11-03,3206.71,3241.23,3132.27,3180.05,42816475136.0,-0.008517882252437214
2019-11-04,3180.51,3282.69,3151.72,3255.05,52457906176.0,0.023584534834357962
2019-11-05,3255.38,3330.85,3209.24,3288.88,53770350592.0,0.010393081519485037
2019-11-06,3258.74,3343.67,3226.5,3310.62,48710844416.0,0.0066101530004134545
2019-11-07,3324.06,3384.91,3213.72,3287.66,47559147520.0,-0.006935256840108539
2019-11-08,3287.77,3309.99,3111.88,3155.99,48976855040.0,-0.04004976183668629
2019-11-09,3156.3,3214.31,3137.4,3181.09,37381115904.0,0.007953130396484154
2019-11-10,3181.73,3297.01,3162.49,3265.92,44371570688.0,0.02666696006714675
2019-11-11,3266.58,3294.1,3153.18,3196.56,41212293120.0,-0.021237507348618512
2019-11-12,3197.6,3262.83,3159.63,3221.03,42171187200.0,0.007655104237054955
2019-11-13,3220.28,3269.08,3180.37,3229.9,37501579264.0,0.0027537775183714697
2019-11-14,3230.16,3274.91,3162.28,3207.84,39847460864.0,-0.006829932815257456
2019-11-15,3208.67,3239.09,3083.0,3117.54,44233752576.0,-0.028149783031572673
2019-11-16,3118.18,3174.6,3093.96,3145.5,34467725312.0,0.008968609865470878
2019-11-17,3145.61,3216.09,3110.23,3159.82,37911318528.0,0.004552535367986055
2019-11-18,3159.3,3192.0,2999.55,3042.96,43140366336.0,-0.03698311929160525
2019-11-19,3042.65,3085.47,2912.43,2981.54,42646962176.0,-0.020184294239819156
2019-11-20,2980.78,3016.18,2901.95,2922.59,40734502912.0,-0.01977166162452959
2019-11-21,2921.74,2949.26,2709.43,2752.21,45727830016.0,-0.05829760589066546
2019-11-22,2752.57,2788.36,2451.56,2599.44,65037037568.0,-0.05550811892987817
2019-11-23,2599.45,2705.94,2541.79,2686.91,43257950208.0,0.0336495552888314
2019-11-24,2687.78,2701.16,2506.61,2513.83,53635620864.0,-0.06441600202463049
2019-11-25,2512.78,2633.39,2358.82,2548.6,78617321472.0,0.01383148422924374
2019-11-26,2547.32,2635.79,2523.79,2598.35,41007087616.0,0.019520521070391483
2019-11-27,2593.76,2712.2,2496.09,2669.12,47270973440.0,0.027236515480978385
2019-11-28,2670.17,2747.27,2629.0,2650.36,37707120640.0,-0.007028533748950849
2019-11-29,2651.47,2767.44,2643.38,2745.14,39592943616.0,0.03576117961333547
2019-11-30,2550.63,2583.96,2459.44,2491.09,34679746560.0,-0.09254537109218464
2019-12-01,2683.44,2710.94,2577.59,2648.5,37169451008.0,0.06318920633136482
2019-12-02,2648.6,2683.36,2566.38,2607.62,34624811008.0,-0.015435151972814865
2019-12-03,2607.55,2653.23,2555.23,2598.65,30751584256.0,-0.0034399183930172716
2019-12-04,2597.68,2656.71,2517.92,2557.94,41538625536.0,-0.01566582648682968
2019-12-05,2556.86,2708.99,2529.46,2620.77,36541370368.0,0.02456273407507603
2019-12-06,2622.58,2672.34,2589.06,2651.39,34592292864.0,0.011683589174174003
2019-12-07,2651.59,2691.88,2632.9,2658.68,30704900096.0,0.0027495012050282597
2019-12-08,2658.14,2712.76,2630.14,2682.84,30904539136.0,0.009087216212556815
2019-12-09,2682.26,2705.31,2603.32,2627.4,34819280896.0,-0.020664668783826112
2019-12-10,2627.01,2642.31,2549.64,2586.68,34950512640.0,-0.015498211159321151
2019-12-11,2585.95,2620.65,2546.03,2571.3,33415360512.0,-0.005945845639970804
2019-12-12,2571.99,2613.27,2531.51,2590.4,38064009216.0,0.007428149185237043
2019-12-13,2590.69,2629.16,2560.36,2601.47,35178016768.0,0.004273471278566809
2019-12-14,2601.38,2633.23,2530.33,2556.72,34392190976.0,-0.01720181282121258
2019-12-15,2557.76,2593.3,2480.37,2568.22,34553331712.0,0.004497950499076975
2019-12-16,2568.47,2584.68,2424.76,2445.56,41521516544.0,-0.047760705858532315
2019-12-17,2445.45,2465.1,2240.35,2272.22,45154467840.0,-0.07087947136852102
2019-12-18,2272.73,2500.73,2222.75,2467.26,60229603328.0,0.08583675876455654
2019-12-19,2466.84,2498.3,2358.23,2430.8,48606638080.0,-0.014777526486872139
2019-12-20,2431.73,2497.65,2387.35,2464.03,42763091968.0,0.013670396577258437
2019-12-21,2464.74,2489.21,2405.06,2445.56,37200461824.0,-0.007495850294030659
2019-12-22,2446.14,2546.46,2426.04,2532.85,44119613440.0,0.035693256350283864
2019-12-23,2532.05,2580.59,2448.27,2470.28,50523922432.0,-0.024703397358706525
2019-12-24,2470.51,2535.54,2432.83,2470.3,42715549696.0,8.096248198530276e-06
2019-12-25,2471.58,2486.05,2406.07,2439.84,40974422016.0,-0.012330486175768152
2019-12-26,2440.33,2502.93,2402.47,2442.79,42944729088.0,0.0012090956784049922
2019-12-27,2442.54,2503.05,2416.27,2470.4,43444809728.0,0.011302649838913714
2019-12-28,2469.63,2534.0,2454.37,2489.02,41809321984.0,0.007537240932642408
2019-12-29,2488.33,2586.92,2471.64,2545.11,45065814016.0,0.022534973604069197
2019-12-30,2545.77,2577.94,2480.62,2500.74,45315440640.0,-0.017433431168004665
2019-12-31,2517.62,2542.29,2450.9,2474.27,41624801280.0,-0.010584866879403632
2020-01-01,2474.39,2535.25,2455.8,2502.88,36776247296.0,0.011563006462512293
2020-01-02,2503.41,2510.97,2394.74,2415.57,39310446592.0,-0.0348838138464489
2020-01-03,2416.76,2570.21,2388.27,2543.03,52247605248.0,0.05276601381868473
2020-01-04,2546.78,2595.26,2517.77,2577.96,37314002944.0,0.013735583142943542
2020-01-05,2578.9,2656.42,2563.75,2597.54,39637942272.0,0.007595152756443069
2020-01-06,2597.98,2767.58,2590.29,2752.24,48210563072.0,0.059556349469112924
2020-01-07,2752.9,2827.6,2688.86,2784.3,53950189568.0,0.011648693427898982
2020-01-08,2784.45,2865.64,2694.87,2753.32,56923197440.0,-0.011126674568114114
2020-01-09,2752.05,2772.6,2666.93,2714.97,44359471104.0,-0.013928638879607269
2020-01-10,2714.61,2878.16,2653.47,2861.84,55341150208.0,0.05409636202241663
2020-01-11,2859.71,2944.51,2804.89,2841.66,52367060992.0,-0.007051407486093009
2020-01-12,2842.72,2931.81,2820.73,2910.09,47588462592.0,0.024080994911425124
2020-01-13,2909.92,2933.89,2836.26,2891.08,44975386624.0,-0.006532444013759076
2020-01-14,2890.48,3495.56,2884.95,3427.91,97374535680.0,0.18568493434979305
